,subID,epi,it,simID
0,0,0,328,0
1,1,0,210,0
2,2,0,146,0
3,3,0,328,0
4,4,0,556,0
5,5,0,264,0
6,6,0,72,0
7,7,0,624,0
8,8,0,172,0
9,9,0,236,0
10,10,0,194,0
11,11,0,320,0
12,12,0,654,0
13,13,0,540,0
14,14,0,18,0
15,15,0,34,0
16,16,0,350,0
17,17,0,716,0
18,18,0,650,0
19,19,0,330,0
0,0,0,102,1
1,1,0,376,1
2,2,0,100,1
3,3,0,202,1
4,4,0,222,1
5,5,0,204,1
6,6,0,632,1
7,7,0,236,1
8,8,0,148,1
9,9,0,156,1
10,10,0,158,1
11,11,0,66,1
12,12,0,292,1
13,13,0,176,1
14,14,0,254,1
15,15,0,66,1
16,16,0,246,1
17,17,0,168,1
18,18,0,322,1
19,19,0,654,1
0,0,0,416,2
1,1,0,792,2
2,2,0,604,2
3,3,0,348,2
4,4,0,226,2
5,5,0,508,2
6,6,0,340,2
7,7,0,412,2
8,8,0,84,2
9,9,0,18,2
10,10,0,312,2
11,11,0,126,2
12,12,0,410,2
13,13,0,352,2
14,14,0,154,2
15,15,0,164,2
16,16,0,864,2
17,17,0,694,2
18,18,0,186,2
19,19,0,456,2
0,0,0,232,3
1,1,0,520,3
2,2,0,464,3
3,3,0,726,3
4,4,0,332,3
5,5,0,82,3
6,6,0,120,3
7,7,0,570,3
8,8,0,36,3
9,9,0,642,3
10,10,0,504,3
11,11,0,70,3
12,12,0,106,3
13,13,0,290,3
14,14,0,328,3
15,15,0,140,3
16,16,0,150,3
17,17,0,374,3
18,18,0,542,3
19,19,0,112,3
0,0,0,500,4
1,1,0,108,4
2,2,0,288,4
3,3,0,40,4
4,4,0,522,4
5,5,0,172,4
6,6,0,484,4
7,7,0,308,4
8,8,0,662,4
9,9,0,378,4
10,10,0,78,4
11,11,0,340,4
12,12,0,266,4
13,13,0,400,4
14,14,0,658,4
15,15,0,316,4
16,16,0,306,4
17,17,0,288,4
18,18,0,304,4
19,19,0,928,4
0,0,0,50,5
1,1,0,362,5
2,2,0,276,5
3,3,0,82,5
4,4,0,602,5
5,5,0,226,5
6,6,0,332,5
7,7,0,232,5
8,8,0,456,5
9,9,0,246,5
10,10,0,446,5
