,subID,epi,it,simID
0,0,0,528,0
1,1,0,166,0
2,2,0,282,0
3,3,0,76,0
4,4,0,460,0
5,5,0,434,0
6,6,0,586,0
7,7,0,222,0
8,8,0,60,0
9,9,0,200,0
10,10,0,454,0
11,11,0,944,0
12,12,0,452,0
13,13,0,174,0
14,14,0,214,0
15,15,0,180,0
16,16,0,594,0
17,17,0,80,0
18,18,0,256,0
19,19,0,118,0
0,0,0,118,1
1,1,0,76,1
2,2,0,346,1
3,3,0,156,1
4,4,0,186,1
5,5,0,310,1
6,6,0,1104,1
7,7,0,170,1
8,8,0,536,1
9,9,0,286,1
10,10,0,712,1
11,11,0,378,1
12,12,0,726,1
13,13,0,364,1
14,14,0,856,1
15,15,0,236,1
16,16,0,768,1
17,17,0,56,1
18,18,0,394,1
19,19,0,84,1
0,0,0,708,2
1,1,0,326,2
2,2,0,448,2
3,3,0,364,2
4,4,0,124,2
5,5,0,170,2
6,6,0,126,2
7,7,0,60,2
8,8,0,212,2
9,9,0,18,2
10,10,0,654,2
11,11,0,84,2
12,12,0,60,2
13,13,0,520,2
14,14,0,550,2
15,15,0,222,2
16,16,0,182,2
17,17,0,140,2
18,18,0,94,2
19,19,0,396,2
0,0,0,200,3
1,1,0,380,3
2,2,0,794,3
3,3,0,550,3
4,4,0,380,3
5,5,0,284,3
6,6,0,98,3
7,7,0,374,3
8,8,0,642,3
9,9,0,118,3
10,10,0,350,3
11,11,0,316,3
12,12,0,270,3
13,13,0,172,3
14,14,0,58,3
15,15,0,352,3
16,16,0,412,3
17,17,0,300,3
18,18,0,140,3
19,19,0,292,3
0,0,0,318,4
1,1,0,256,4
2,2,0,168,4
3,3,0,418,4
4,4,0,350,4
5,5,0,60,4
6,6,0,200,4
7,7,0,50,4
8,8,0,156,4
9,9,0,634,4
10,10,0,250,4
11,11,0,282,4
12,12,0,114,4
13,13,0,648,4
14,14,0,548,4
15,15,0,624,4
16,16,0,54,4
17,17,0,152,4
18,18,0,138,4
19,19,0,268,4
0,0,0,670,5
1,1,0,122,5
2,2,0,60,5
3,3,0,108,5
4,4,0,128,5
5,5,0,164,5
6,6,0,394,5
7,7,0,912,5
8,8,0,364,5
9,9,0,342,5
10,10,0,484,5
11,11,0,954,5
12,12,0,1170,5
13,13,0,20,5
14,14,0,404,5
15,15,0,290,5
16,16,0,398,5
17,17,0,526,5
18,18,0,232,5
19,19,0,780,5
0,0,0,314,6
1,1,0,344,6
2,2,0,1044,6
3,3,0,46,6
4,4,0,316,6
5,5,0,598,6
6,6,0,96,6
7,7,0,778,6
8,8,0,390,6
9,9,0,304,6
10,10,0,278,6
11,11,0,38,6
12,12,0,276,6
13,13,0,220,6
14,14,0,790,6
15,15,0,42,6
16,16,0,572,6
17,17,0,70,6
18,18,0,78,6
19,19,0,734,6
0,0,0,816,7
1,1,0,50,7
2,2,0,406,7
3,3,0,312,7
4,4,0,24,7
5,5,0,368,7
6,6,0,546,7
7,7,0,146,7
8,8,0,86,7
9,9,0,170,7
10,10,0,178,7
11,11,0,90,7
12,12,0,278,7
13,13,0,860,7
14,14,0,562,7
15,15,0,246,7
16,16,0,188,7
17,17,0,356,7
18,18,0,58,7
19,19,0,488,7
0,0,0,34,8
1,1,0,254,8
2,2,0,188,8
3,3,0,230,8
4,4,0,26,8
5,5,0,312,8
6,6,0,464,8
7,7,0,200,8
8,8,0,20,8
9,9,0,642,8
10,10,0,772,8
11,11,0,378,8
12,12,0,36,8
13,13,0,520,8
14,14,0,486,8
15,15,0,52,8
16,16,0,52,8
17,17,0,144,8
18,18,0,384,8
19,19,0,584,8
0,0,0,532,9
1,1,0,48,9
2,2,0,38,9
3,3,0,324,9
4,4,0,198,9
5,5,0,736,9
6,6,0,236,9
7,7,0,1220,9
8,8,0,114,9
9,9,0,426,9
10,10,0,324,9
11,11,0,676,9
12,12,0,594,9
13,13,0,200,9
14,14,0,34,9
15,15,0,258,9
16,16,0,82,9
17,17,0,146,9
18,18,0,204,9
19,19,0,272,9
0,0,0,244,10
1,1,0,586,10
2,2,0,24,10
3,3,0,216,10
4,4,0,320,10
5,5,0,164,10
6,6,0,60,10
7,7,0,112,10
8,8,0,746,10
9,9,0,920,10
10,10,0,428,10
11,11,0,622,10
12,12,0,62,10
13,13,0,78,10
14,14,0,272,10
15,15,0,210,10
16,16,0,226,10
17,17,0,434,10
18,18,0,176,10
19,19,0,96,10
0,0,0,232,11
1,1,0,790,11
2,2,0,54,11
3,3,0,120,11
4,4,0,124,11
5,5,0,56,11
6,6,0,284,11
7,7,0,272,11
8,8,0,248,11
9,9,0,182,11
10,10,0,566,11
11,11,0,700,11
12,12,0,350,11
13,13,0,76,11
14,14,0,364,11
15,15,0,94,11
16,16,0,1012,11
17,17,0,74,11
18,18,0,314,11
19,19,0,556,11
0,0,0,188,12
1,1,0,870,12
2,2,0,804,12
3,3,0,252,12
4,4,0,772,12
5,5,0,610,12
6,6,0,420,12
7,7,0,342,12
8,8,0,192,12
9,9,0,40,12
10,10,0,190,12
11,11,0,96,12
12,12,0,100,12
13,13,0,262,12
14,14,0,166,12
15,15,0,248,12
16,16,0,284,12
17,17,0,198,12
18,18,0,94,12
19,19,0,1346,12
0,0,0,170,13
1,1,0,526,13
2,2,0,598,13
3,3,0,48,13
4,4,0,1018,13
5,5,0,250,13
6,6,0,918,13
7,7,0,164,13
8,8,0,530,13
9,9,0,268,13
10,10,0,446,13
11,11,0,362,13
12,12,0,780,13
13,13,0,536,13
14,14,0,226,13
15,15,0,412,13
16,16,0,604,13
17,17,0,62,13
18,18,0,58,13
19,19,0,596,13
0,0,0,1026,14
1,1,0,528,14
2,2,0,532,14
3,3,0,542,14
4,4,0,30,14
5,5,0,138,14
6,6,0,212,14
7,7,0,322,14
8,8,0,58,14
9,9,0,370,14
10,10,0,238,14
11,11,0,250,14
12,12,0,294,14
13,13,0,110,14
14,14,0,118,14
15,15,0,286,14
16,16,0,120,14
17,17,0,834,14
18,18,0,186,14
19,19,0,130,14
0,0,0,178,15
1,1,0,618,15
2,2,0,158,15
3,3,0,162,15
4,4,0,340,15
5,5,0,238,15
6,6,0,326,15
7,7,0,242,15
