,subID,epi,it,simID
0,0,0,782,0
1,1,0,492,0
2,2,0,168,0
3,3,0,76,0
4,4,0,178,0
5,5,0,894,0
6,6,0,1292,0
7,7,0,74,0
8,8,0,98,0
9,9,0,558,0
10,10,0,2358,0
11,11,0,804,0
12,12,0,544,0
13,13,0,178,0
14,14,0,172,0
15,15,0,616,0
16,16,0,222,0
17,17,0,1150,0
18,18,0,960,0
19,19,0,820,0
0,0,0,544,1
1,1,0,388,1
2,2,0,388,1
3,3,0,76,1
4,4,0,296,1
5,5,0,118,1
6,6,0,328,1
7,7,0,134,1
8,8,0,2092,1
9,9,0,168,1
10,10,0,554,1
11,11,0,1040,1
12,12,0,166,1
13,13,0,94,1
14,14,0,1074,1
15,15,0,880,1
16,16,0,490,1
17,17,0,160,1
18,18,0,228,1
19,19,0,294,1
0,0,0,418,2
1,1,0,512,2
2,2,0,150,2
3,3,0,482,2
4,4,0,136,2
5,5,0,450,2
6,6,0,126,2
7,7,0,62,2
8,8,0,846,2
9,9,0,18,2
10,10,0,504,2
11,11,0,716,2
12,12,0,156,2
13,13,0,394,2
14,14,0,864,2
15,15,0,34,2
16,16,0,180,2
17,17,0,940,2
18,18,0,142,2
19,19,0,40,2
0,0,0,1018,3
1,1,0,78,3
2,2,0,292,3
3,3,0,314,3
4,4,0,384,3
5,5,0,438,3
6,6,0,1472,3
7,7,0,154,3
8,8,0,224,3
9,9,0,224,3
10,10,0,48,3
11,11,0,280,3
12,12,0,276,3
13,13,0,292,3
14,14,0,1048,3
15,15,0,68,3
16,16,0,274,3
17,17,0,656,3
18,18,0,658,3
19,19,0,268,3
0,0,0,144,4
1,1,0,946,4
2,2,0,278,4
3,3,0,108,4
4,4,0,678,4
5,5,0,288,4
6,6,0,610,4
7,7,0,258,4
8,8,0,198,4
9,9,0,656,4
10,10,0,126,4
11,11,0,1022,4
12,12,0,810,4
13,13,0,338,4
14,14,0,374,4
15,15,0,466,4
16,16,0,738,4
17,17,0,284,4
18,18,0,410,4
19,19,0,1098,4
0,0,0,44,5
1,1,0,54,5
2,2,0,184,5
3,3,0,220,5
4,4,0,410,5
5,5,0,140,5
6,6,0,424,5
7,7,0,216,5
8,8,0,884,5
9,9,0,260,5
10,10,0,150,5
11,11,0,818,5
12,12,0,160,5
13,13,0,20,5
14,14,0,70,5
15,15,0,948,5
16,16,0,576,5
17,17,0,370,5
18,18,0,1434,5
19,19,0,102,5
0,0,0,668,6
1,1,0,1020,6
2,2,0,1278,6
3,3,0,40,6
4,4,0,424,6
5,5,0,86,6
6,6,0,96,6
7,7,0,498,6
8,8,0,794,6
9,9,0,564,6
10,10,0,772,6
11,11,0,1314,6
12,12,0,372,6
13,13,0,1144,6
14,14,0,158,6
15,15,0,42,6
16,16,0,532,6
17,17,0,148,6
18,18,0,78,6
19,19,0,636,6
0,0,0,578,7
1,1,0,62,7
2,2,0,914,7
3,3,0,1788,7
4,4,0,1098,7
5,5,0,220,7
6,6,0,498,7
7,7,0,236,7
8,8,0,886,7
9,9,0,466,7
10,10,0,38,7
11,11,0,44,7
12,12,0,372,7
13,13,0,56,7
14,14,0,428,7
15,15,0,226,7
16,16,0,96,7
17,17,0,348,7
18,18,0,88,7
19,19,0,218,7
0,0,0,34,8
1,1,0,300,8
2,2,0,724,8
3,3,0,724,8
4,4,0,26,8
5,5,0,208,8
6,6,0,656,8
7,7,0,394,8
8,8,0,20,8
9,9,0,1446,8
10,10,0,382,8
11,11,0,918,8
12,12,0,858,8
13,13,0,1082,8
14,14,0,562,8
15,15,0,842,8
16,16,0,236,8
17,17,0,914,8
18,18,0,708,8
19,19,0,442,8
0,0,0,468,9
1,1,0,338,9
2,2,0,38,9
3,3,0,156,9
4,4,0,630,9
5,5,0,898,9
6,6,0,106,9
7,7,0,206,9
8,8,0,516,9
9,9,0,926,9
10,10,0,304,9
11,11,0,640,9
12,12,0,336,9
13,13,0,712,9
14,14,0,34,9
15,15,0,1384,9
16,16,0,42,9
17,17,0,78,9
18,18,0,908,9
19,19,0,364,9
0,0,0,980,10
1,1,0,188,10
2,2,0,258,10
3,3,0,260,10
4,4,0,162,10
5,5,0,1204,10
6,6,0,292,10
7,7,0,756,10
8,8,0,322,10
9,9,0,302,10
10,10,0,328,10
11,11,0,48,10
12,12,0,62,10
13,13,0,290,10
14,14,0,178,10
15,15,0,78,10
16,16,0,986,10
17,17,0,740,10
18,18,0,336,10
19,19,0,1420,10
0,0,0,66,11
1,1,0,98,11
2,2,0,82,11
3,3,0,38,11
4,4,0,610,11
5,5,0,268,11
6,6,0,256,11
7,7,0,1788,11
8,8,0,1160,11
9,9,0,342,11
10,10,0,270,11
11,11,0,1368,11
12,12,0,258,11
13,13,0,160,11
14,14,0,266,11
15,15,0,90,11
16,16,0,1782,11
17,17,0,256,11
18,18,0,366,11
19,19,0,254,11
0,0,0,334,12
1,1,0,382,12
2,2,0,704,12
3,3,0,70,12
4,4,0,198,12
5,5,0,700,12
6,6,0,974,12
7,7,0,410,12
8,8,0,354,12
9,9,0,238,12
10,10,0,624,12
11,11,0,1252,12
12,12,0,396,12
13,13,0,720,12
14,14,0,110,12
15,15,0,668,12
16,16,0,154,12
17,17,0,70,12
18,18,0,380,12
19,19,0,204,12
0,0,0,360,13
1,1,0,474,13
2,2,0,1794,13
3,3,0,852,13
4,4,0,880,13
5,5,0,66,13
6,6,0,416,13
7,7,0,210,13
8,8,0,104,13
9,9,0,164,13
10,10,0,390,13
11,11,0,516,13
12,12,0,178,13
13,13,0,440,13
14,14,0,622,13
15,15,0,822,13
16,16,0,798,13
17,17,0,62,13
18,18,0,58,13
19,19,0,476,13
0,0,0,208,14
1,1,0,632,14
2,2,0,1812,14
3,3,0,322,14
4,4,0,1086,14
5,5,0,888,14
6,6,0,72,14
7,7,0,712,14
8,8,0,110,14
9,9,0,572,14
10,10,0,180,14
11,11,0,760,14
12,12,0,200,14
13,13,0,504,14
14,14,0,616,14
15,15,0,104,14
16,16,0,140,14
17,17,0,286,14
18,18,0,186,14
19,19,0,890,14
0,0,0,2216,15
1,1,0,222,15
2,2,0,366,15
3,3,0,284,15
4,4,0,874,15
5,5,0,240,15
6,6,0,458,15
7,7,0,1648,15
8,8,0,62,15
9,9,0,492,15
10,10,0,96,15
11,11,0,190,15
12,12,0,184,15
13,13,0,636,15
14,14,0,272,15
15,15,0,1206,15
16,16,0,2570,15
17,17,0,824,15
18,18,0,192,15
19,19,0,102,15
0,0,0,678,16
1,1,0,796,16
2,2,0,356,16
3,3,0,640,16
4,4,0,422,16
5,5,0,1588,16
6,6,0,232,16
7,7,0,120,16
8,8,0,82,16
9,9,0,44,16
10,10,0,816,16
11,11,0,146,16
12,12,0,82,16
13,13,0,348,16
14,14,0,38,16
15,15,0,364,16
16,16,0,128,16
17,17,0,310,16
18,18,0,380,16
19,19,0,252,16
0,0,0,698,17
1,1,0,58,17
2,2,0,338,17
3,3,0,886,17
4,4,0,888,17
5,5,0,1518,17
6,6,0,1300,17
7,7,0,72,17
8,8,0,536,17
9,9,0,68,17
10,10,0,634,17
11,11,0,230,17
12,12,0,814,17
13,13,0,1278,17
14,14,0,280,17
15,15,0,1072,17
16,16,0,326,17
17,17,0,1226,17
18,18,0,184,17
19,19,0,448,17
0,0,0,758,18
1,1,0,24,18
2,2,0,88,18
3,3,0,56,18
4,4,0,148,18
5,5,0,1136,18
6,6,0,1096,18
7,7,0,582,18
8,8,0,428,18
9,9,0,202,18
10,10,0,264,18
11,11,0,120,18
12,12,0,1156,18
13,13,0,316,18
14,14,0,490,18
15,15,0,646,18
16,16,0,216,18
17,17,0,476,18
18,18,0,876,18
19,19,0,1096,18
0,0,0,1116,19
1,1,0,228,19
2,2,0,724,19
3,3,0,582,19
4,4,0,584,19
5,5,0,358,19
6,6,0,380,19
7,7,0,1356,19
8,8,0,222,19
9,9,0,1218,19
10,10,0,512,19
11,11,0,296,19
12,12,0,308,19
13,13,0,1488,19
14,14,0,80,19
15,15,0,2116,19
16,16,0,122,19
17,17,0,136,19
18,18,0,70,19
19,19,0,198,19
