,subID,epi,it,simID
0,0,0,122,0
1,1,0,568,0
2,2,0,1858,0
3,3,0,76,0
4,4,0,722,0
5,5,0,724,0
6,6,0,236,0
7,7,0,74,0
8,8,0,112,0
9,9,0,236,0
10,10,0,174,0
11,11,0,190,0
12,12,0,368,0
13,13,0,66,0
14,14,0,94,0
15,15,0,180,0
16,16,0,222,0
17,17,0,652,0
18,18,0,858,0
19,19,0,1112,0
0,0,0,168,1
1,1,0,922,1
2,2,0,186,1
3,3,0,76,1
4,4,0,176,1
5,5,0,324,1
6,6,0,766,1
7,7,0,294,1
8,8,0,1042,1
9,9,0,372,1
10,10,0,636,1
11,11,0,78,1
12,12,0,182,1
13,13,0,112,1
14,14,0,152,1
15,15,0,900,1
16,16,0,1002,1
17,17,0,218,1
18,18,0,312,1
19,19,0,370,1
0,0,0,226,2
1,1,0,632,2
2,2,0,150,2
3,3,0,692,2
4,4,0,508,2
5,5,0,188,2
6,6,0,126,2
7,7,0,90,2
8,8,0,214,2
9,9,0,18,2
10,10,0,778,2
11,11,0,134,2
12,12,0,66,2
13,13,0,394,2
14,14,0,276,2
15,15,0,574,2
16,16,0,1022,2
17,17,0,148,2
18,18,0,852,2
19,19,0,40,2
0,0,0,476,3
1,1,0,168,3
2,2,0,958,3
3,3,0,554,3
4,4,0,820,3
5,5,0,86,3
6,6,0,420,3
7,7,0,176,3
8,8,0,744,3
9,9,0,972,3
10,10,0,48,3
11,11,0,426,3
12,12,0,976,3
13,13,0,582,3
14,14,0,58,3
15,15,0,68,3
16,16,0,236,3
17,17,0,338,3
18,18,0,758,3
19,19,0,512,3
0,0,0,656,4
1,1,0,270,4
2,2,0,302,4
3,3,0,108,4
4,4,0,324,4
5,5,0,318,4
6,6,0,750,4
7,7,0,2698,4
8,8,0,194,4
9,9,0,840,4
10,10,0,606,4
11,11,0,420,4
12,12,0,914,4
13,13,0,742,4
14,14,0,660,4
15,15,0,418,4
16,16,0,692,4
17,17,0,146,4
18,18,0,156,4
19,19,0,732,4
0,0,0,1116,5
1,1,0,522,5
2,2,0,60,5
3,3,0,66,5
4,4,0,214,5
5,5,0,316,5
6,6,0,1026,5
7,7,0,310,5
8,8,0,428,5
9,9,0,314,5
10,10,0,224,5
11,11,0,182,5
12,12,0,626,5
13,13,0,20,5
14,14,0,70,5
15,15,0,284,5
16,16,0,646,5
17,17,0,760,5
18,18,0,336,5
19,19,0,102,5
0,0,0,210,6
1,1,0,778,6
2,2,0,124,6
3,3,0,40,6
4,4,0,290,6
5,5,0,448,6
6,6,0,104,6
7,7,0,1238,6
8,8,0,76,6
9,9,0,352,6
10,10,0,332,6
11,11,0,270,6
12,12,0,362,6
13,13,0,302,6
14,14,0,90,6
15,15,0,42,6
16,16,0,114,6
17,17,0,310,6
18,18,0,78,6
19,19,0,516,6
0,0,0,514,7
1,1,0,428,7
2,2,0,786,7
3,3,0,130,7
4,4,0,164,7
5,5,0,446,7
6,6,0,126,7
7,7,0,112,7
8,8,0,602,7
9,9,0,1758,7
10,10,0,50,7
11,11,0,44,7
12,12,0,932,7
13,13,0,56,7
14,14,0,476,7
15,15,0,266,7
16,16,0,772,7
17,17,0,542,7
18,18,0,202,7
19,19,0,238,7
0,0,0,34,8
1,1,0,288,8
2,2,0,238,8
3,3,0,82,8
4,4,0,26,8
5,5,0,190,8
6,6,0,768,8
7,7,0,600,8
8,8,0,20,8
9,9,0,182,8
10,10,0,500,8
11,11,0,1018,8
12,12,0,36,8
13,13,0,292,8
14,14,0,344,8
15,15,0,1146,8
16,16,0,802,8
17,17,0,700,8
18,18,0,488,8
19,19,0,704,8
0,0,0,496,9
1,1,0,230,9
2,2,0,38,9
3,3,0,330,9
4,4,0,258,9
5,5,0,564,9
6,6,0,100,9
7,7,0,332,9
8,8,0,230,9
9,9,0,444,9
10,10,0,602,9
11,11,0,54,9
12,12,0,400,9
13,13,0,598,9
14,14,0,34,9
15,15,0,476,9
16,16,0,114,9
17,17,0,440,9
18,18,0,308,9
19,19,0,168,9
0,0,0,492,10
1,1,0,766,10
2,2,0,812,10
3,3,0,708,10
4,4,0,176,10
5,5,0,598,10
6,6,0,198,10
7,7,0,222,10
8,8,0,472,10
9,9,0,798,10
10,10,0,580,10
11,11,0,48,10
12,12,0,62,10
13,13,0,284,10
14,14,0,1278,10
15,15,0,360,10
16,16,0,442,10
17,17,0,1774,10
18,18,0,236,10
19,19,0,154,10
0,0,0,66,11
1,1,0,1210,11
2,2,0,70,11
3,3,0,38,11
4,4,0,556,11
5,5,0,578,11
6,6,0,176,11
7,7,0,2032,11
8,8,0,704,11
9,9,0,480,11
10,10,0,530,11
11,11,0,132,11
12,12,0,630,11
13,13,0,160,11
14,14,0,288,11
15,15,0,820,11
16,16,0,340,11
17,17,0,310,11
18,18,0,186,11
19,19,0,1184,11
0,0,0,118,12
1,1,0,102,12
2,2,0,214,12
3,3,0,70,12
4,4,0,144,12
5,5,0,1314,12
6,6,0,252,12
7,7,0,282,12
8,8,0,274,12
9,9,0,102,12
10,10,0,162,12
11,11,0,160,12
12,12,0,100,12
13,13,0,146,12
14,14,0,386,12
15,15,0,1156,12
16,16,0,436,12
17,17,0,70,12
18,18,0,428,12
19,19,0,660,12
0,0,0,590,13
1,1,0,586,13
2,2,0,620,13
3,3,0,140,13
4,4,0,774,13
5,5,0,66,13
6,6,0,298,13
7,7,0,352,13
8,8,0,270,13
9,9,0,168,13
10,10,0,350,13
11,11,0,810,13
12,12,0,748,13
13,13,0,326,13
14,14,0,386,13
15,15,0,206,13
16,16,0,206,13
17,17,0,62,13
18,18,0,58,13
19,19,0,660,13
0,0,0,354,14
1,1,0,310,14
2,2,0,1004,14
3,3,0,268,14
4,4,0,136,14
5,5,0,88,14
6,6,0,130,14
7,7,0,372,14
8,8,0,262,14
9,9,0,264,14
10,10,0,244,14
11,11,0,1068,14
12,12,0,214,14
13,13,0,428,14
14,14,0,324,14
15,15,0,104,14
16,16,0,252,14
17,17,0,574,14
18,18,0,186,14
19,19,0,146,14
0,0,0,438,15
1,1,0,1372,15
2,2,0,236,15
3,3,0,878,15
4,4,0,202,15
5,5,0,368,15
6,6,0,708,15
7,7,0,568,15
8,8,0,88,15
9,9,0,280,15
10,10,0,156,15
11,11,0,1302,15
12,12,0,82,15
13,13,0,576,15
14,14,0,196,15
15,15,0,424,15
16,16,0,294,15
17,17,0,630,15
18,18,0,678,15
19,19,0,106,15
0,0,0,682,16
1,1,0,216,16
2,2,0,344,16
3,3,0,286,16
4,4,0,478,16
5,5,0,964,16
6,6,0,994,16
7,7,0,120,16
8,8,0,130,16
9,9,0,44,16
10,10,0,184,16
11,11,0,554,16
12,12,0,74,16
13,13,0,530,16
14,14,0,38,16
15,15,0,700,16
16,16,0,428,16
17,17,0,350,16
18,18,0,524,16
19,19,0,946,16
0,0,0,348,17
1,1,0,58,17
2,2,0,296,17
3,3,0,434,17
4,4,0,476,17
5,5,0,356,17
6,6,0,816,17
7,7,0,72,17
8,8,0,358,17
9,9,0,68,17
10,10,0,198,17
11,11,0,228,17
12,12,0,354,17
13,13,0,106,17
14,14,0,340,17
15,15,0,364,17
16,16,0,112,17
17,17,0,1464,17
18,18,0,128,17
19,19,0,290,17
0,0,0,908,18
1,1,0,24,18
2,2,0,88,18
3,3,0,226,18
4,4,0,148,18
5,5,0,356,18
6,6,0,202,18
7,7,0,628,18
8,8,0,268,18
9,9,0,668,18
10,10,0,546,18
11,11,0,136,18
12,12,0,574,18
13,13,0,1454,18
14,14,0,496,18
15,15,0,1010,18
16,16,0,140,18
17,17,0,1628,18
18,18,0,662,18
19,19,0,226,18
0,0,0,272,19
1,1,0,962,19
2,2,0,282,19
3,3,0,186,19
4,4,0,268,19
5,5,0,148,19
6,6,0,120,19
7,7,0,44,19
8,8,0,686,19
9,9,0,746,19
10,10,0,206,19
11,11,0,450,19
12,12,0,342,19
13,13,0,46,19
14,14,0,80,19
15,15,0,734,19
16,16,0,628,19
17,17,0,220,19
18,18,0,70,19
19,19,0,336,19
