,subID,epi,it,simID
0,0,0,352,0
1,1,0,350,0
2,2,0,224,0
3,3,0,76,0
4,4,0,722,0
5,5,0,652,0
6,6,0,442,0
7,7,0,74,0
8,8,0,46,0
9,9,0,236,0
10,10,0,1822,0
11,11,0,216,0
12,12,0,1368,0
13,13,0,66,0
14,14,0,94,0
15,15,0,242,0
16,16,0,222,0
17,17,0,526,0
18,18,0,212,0
19,19,0,640,0
0,0,0,138,1
1,1,0,454,1
2,2,0,388,1
3,3,0,76,1
4,4,0,176,1
5,5,0,216,1
6,6,0,222,1
7,7,0,162,1
8,8,0,136,1
9,9,0,372,1
10,10,0,636,1
11,11,0,78,1
12,12,0,1218,1
13,13,0,94,1
14,14,0,358,1
15,15,0,790,1
16,16,0,656,1
17,17,0,80,1
18,18,0,312,1
19,19,0,940,1
0,0,0,224,2
1,1,0,816,2
2,2,0,150,2
3,3,0,676,2
4,4,0,630,2
5,5,0,660,2
6,6,0,126,2
7,7,0,104,2
8,8,0,214,2
9,9,0,18,2
10,10,0,1190,2
11,11,0,134,2
12,12,0,66,2
13,13,0,1086,2
14,14,0,792,2
15,15,0,588,2
16,16,0,442,2
17,17,0,84,2
18,18,0,244,2
19,19,0,40,2
0,0,0,490,3
1,1,0,168,3
2,2,0,2018,3
3,3,0,554,3
4,4,0,1038,3
5,5,0,86,3
6,6,0,254,3
7,7,0,176,3
8,8,0,370,3
9,9,0,694,3
10,10,0,48,3
11,11,0,488,3
12,12,0,540,3
13,13,0,564,3
14,14,0,58,3
15,15,0,68,3
16,16,0,504,3
17,17,0,338,3
18,18,0,354,3
19,19,0,1330,3
0,0,0,960,4
1,1,0,950,4
2,2,0,450,4
3,3,0,108,4
4,4,0,324,4
5,5,0,594,4
6,6,0,1420,4
7,7,0,98,4
8,8,0,194,4
9,9,0,440,4
10,10,0,374,4
11,11,0,828,4
12,12,0,466,4
13,13,0,742,4
14,14,0,724,4
15,15,0,418,4
16,16,0,200,4
17,17,0,146,4
18,18,0,156,4
19,19,0,784,4
0,0,0,786,5
1,1,0,628,5
2,2,0,614,5
3,3,0,66,5
4,4,0,214,5
5,5,0,608,5
6,6,0,772,5
7,7,0,310,5
8,8,0,628,5
9,9,0,260,5
10,10,0,236,5
11,11,0,182,5
12,12,0,344,5
13,13,0,20,5
14,14,0,70,5
15,15,0,282,5
16,16,0,390,5
17,17,0,770,5
18,18,0,336,5
19,19,0,102,5
0,0,0,210,6
1,1,0,572,6
2,2,0,200,6
3,3,0,40,6
4,4,0,290,6
5,5,0,110,6
6,6,0,94,6
7,7,0,1238,6
8,8,0,76,6
9,9,0,1590,6
10,10,0,496,6
11,11,0,626,6
12,12,0,304,6
13,13,0,606,6
14,14,0,90,6
15,15,0,42,6
16,16,0,114,6
17,17,0,564,6
18,18,0,78,6
19,19,0,736,6
0,0,0,578,7
1,1,0,398,7
2,2,0,450,7
3,3,0,130,7
4,4,0,572,7
5,5,0,546,7
6,6,0,126,7
7,7,0,172,7
8,8,0,760,7
9,9,0,846,7
10,10,0,68,7
11,11,0,44,7
12,12,0,770,7
13,13,0,56,7
14,14,0,346,7
15,15,0,266,7
16,16,0,446,7
17,17,0,1344,7
18,18,0,72,7
19,19,0,378,7
0,0,0,34,8
1,1,0,1006,8
2,2,0,88,8
3,3,0,82,8
4,4,0,26,8
5,5,0,190,8
6,6,0,764,8
7,7,0,868,8
8,8,0,20,8
9,9,0,182,8
10,10,0,564,8
11,11,0,1018,8
12,12,0,1420,8
13,13,0,1082,8
14,14,0,172,8
15,15,0,490,8
16,16,0,872,8
17,17,0,1846,8
18,18,0,372,8
19,19,0,516,8
0,0,0,314,9
1,1,0,458,9
2,2,0,38,9
3,3,0,330,9
4,4,0,430,9
5,5,0,1276,9
6,6,0,100,9
7,7,0,194,9
8,8,0,230,9
9,9,0,444,9
10,10,0,1704,9
11,11,0,448,9
12,12,0,400,9
13,13,0,160,9
14,14,0,34,9
15,15,0,106,9
16,16,0,40,9
17,17,0,78,9
18,18,0,408,9
19,19,0,168,9
0,0,0,780,10
1,1,0,798,10
2,2,0,286,10
3,3,0,560,10
4,4,0,302,10
5,5,0,296,10
6,6,0,546,10
7,7,0,184,10
8,8,0,578,10
9,9,0,738,10
10,10,0,868,10
11,11,0,48,10
12,12,0,62,10
13,13,0,216,10
14,14,0,782,10
15,15,0,644,10
16,16,0,974,10
17,17,0,98,10
18,18,0,236,10
19,19,0,154,10
0,0,0,112,11
1,1,0,244,11
2,2,0,82,11
3,3,0,38,11
4,4,0,926,11
5,5,0,420,11
6,6,0,176,11
7,7,0,1430,11
8,8,0,616,11
9,9,0,554,11
10,10,0,2650,11
11,11,0,806,11
12,12,0,870,11
13,13,0,160,11
14,14,0,100,11
15,15,0,972,11
16,16,0,752,11
17,17,0,310,11
18,18,0,186,11
19,19,0,560,11
0,0,0,118,12
1,1,0,102,12
2,2,0,214,12
3,3,0,70,12
4,4,0,598,12
5,5,0,160,12
6,6,0,280,12
7,7,0,298,12
8,8,0,274,12
9,9,0,102,12
10,10,0,462,12
11,11,0,160,12
12,12,0,100,12
13,13,0,360,12
14,14,0,386,12
15,15,0,1156,12
16,16,0,436,12
17,17,0,70,12
18,18,0,418,12
19,19,0,1572,12
0,0,0,484,13
1,1,0,692,13
2,2,0,274,13
3,3,0,140,13
4,4,0,706,13
5,5,0,66,13
6,6,0,980,13
7,7,0,114,13
8,8,0,270,13
9,9,0,168,13
10,10,0,350,13
11,11,0,300,13
12,12,0,676,13
13,13,0,322,13
14,14,0,796,13
15,15,0,370,13
16,16,0,206,13
17,17,0,62,13
18,18,0,58,13
19,19,0,584,13
0,0,0,354,14
1,1,0,310,14
2,2,0,692,14
3,3,0,534,14
4,4,0,136,14
5,5,0,170,14
6,6,0,130,14
7,7,0,642,14
8,8,0,262,14
9,9,0,264,14
10,10,0,272,14
11,11,0,2152,14
12,12,0,214,14
13,13,0,672,14
14,14,0,450,14
15,15,0,288,14
16,16,0,590,14
17,17,0,740,14
18,18,0,186,14
19,19,0,598,14
0,0,0,494,15
1,1,0,1472,15
2,2,0,894,15
3,3,0,420,15
4,4,0,368,15
5,5,0,542,15
6,6,0,396,15
7,7,0,1104,15
8,8,0,88,15
9,9,0,312,15
10,10,0,156,15
11,11,0,334,15
12,12,0,82,15
13,13,0,576,15
14,14,0,338,15
15,15,0,374,15
16,16,0,294,15
17,17,0,630,15
18,18,0,758,15
19,19,0,106,15
0,0,0,224,16
1,1,0,1280,16
2,2,0,356,16
3,3,0,276,16
4,4,0,822,16
5,5,0,812,16
6,6,0,378,16
7,7,0,120,16
8,8,0,130,16
9,9,0,44,16
10,10,0,184,16
11,11,0,1214,16
12,12,0,74,16
13,13,0,530,16
14,14,0,38,16
15,15,0,796,16
16,16,0,212,16
17,17,0,980,16
18,18,0,476,16
19,19,0,436,16
0,0,0,322,17
1,1,0,58,17
2,2,0,450,17
3,3,0,434,17
4,4,0,770,17
5,5,0,704,17
6,6,0,1004,17
7,7,0,72,17
8,8,0,464,17
9,9,0,68,17
10,10,0,834,17
11,11,0,190,17
12,12,0,286,17
13,13,0,106,17
14,14,0,1326,17
15,15,0,530,17
16,16,0,112,17
17,17,0,184,17
18,18,0,128,17
19,19,0,1194,17
0,0,0,1380,18
1,1,0,24,18
2,2,0,88,18
3,3,0,144,18
4,4,0,148,18
5,5,0,248,18
6,6,0,202,18
7,7,0,686,18
8,8,0,1024,18
9,9,0,668,18
10,10,0,506,18
11,11,0,136,18
12,12,0,280,18
13,13,0,516,18
14,14,0,234,18
15,15,0,482,18
16,16,0,140,18
17,17,0,612,18
18,18,0,388,18
19,19,0,226,18
0,0,0,1198,19
1,1,0,796,19
2,2,0,1130,19
3,3,0,174,19
4,4,0,268,19
5,5,0,1042,19
6,6,0,120,19
7,7,0,44,19
8,8,0,686,19
9,9,0,872,19
10,10,0,290,19
11,11,0,450,19
12,12,0,342,19
13,13,0,46,19
14,14,0,80,19
15,15,0,852,19
16,16,0,436,19
17,17,0,220,19
18,18,0,70,19
19,19,0,360,19
