,subID,epi,it,simID
9,9,0,598,5
10,10,0,1208,5
11,11,0,828,5
12,12,0,160,5
13,13,0,20,5
14,14,0,70,5
15,15,0,438,5
16,16,0,1046,5
17,17,0,1158,5
18,18,0,1314,5
19,19,0,102,5
0,0,0,668,6
1,1,0,778,6
2,2,0,436,6
3,3,0,40,6
4,4,0,322,6
5,5,0,86,6
6,6,0,96,6
7,7,0,872,6
8,8,0,236,6
9,9,0,1044,6
10,10,0,144,6
11,11,0,1252,6
12,12,0,348,6
13,13,0,692,6
14,14,0,158,6
15,15,0,42,6
16,16,0,532,6
17,17,0,148,6
18,18,0,78,6
19,19,0,636,6
0,0,0,578,7
1,1,0,674,7
2,2,0,1790,7
3,3,0,778,7
4,4,0,1560,7
5,5,0,220,7
6,6,0,154,7
7,7,0,236,7
8,8,0,1374,7
9,9,0,466,7
10,10,0,38,7
11,11,0,44,7
12,12,0,372,7
13,13,0,56,7
14,14,0,2006,7
15,15,0,226,7
16,16,0,96,7
17,17,0,348,7
18,18,0,88,7
19,19,0,648,7
0,0,0,34,8
1,1,0,848,8
2,2,0,246,8
3,3,0,2610,8
4,4,0,26,8
5,5,0,208,8
6,6,0,668,8
7,7,0,406,8
8,8,0,20,8
9,9,0,678,8
10,10,0,400,8
11,11,0,638,8
12,12,0,1358,8
13,13,0,1082,8
14,14,0,548,8
15,15,0,752,8
16,16,0,236,8
17,17,0,914,8
18,18,0,292,8
19,19,0,884,8
0,0,0,468,9
1,1,0,1036,9
2,2,0,38,9
3,3,0,156,9
4,4,0,1476,9
5,5,0,830,9
6,6,0,106,9
7,7,0,206,9
8,8,0,516,9
9,9,0,338,9
10,10,0,304,9
11,11,0,640,9
12,12,0,658,9
13,13,0,1018,9
14,14,0,34,9
15,15,0,734,9
16,16,0,42,9
17,17,0,78,9
18,18,0,178,9
19,19,0,552,9
0,0,0,790,10
1,1,0,188,10
2,2,0,130,10
3,3,0,674,10
4,4,0,162,10
5,5,0,384,10
6,6,0,404,10
7,7,0,532,10
8,8,0,322,10
9,9,0,134,10
10,10,0,328,10
11,11,0,48,10
12,12,0,62,10
13,13,0,264,10
14,14,0,178,10
15,15,0,78,10
16,16,0,348,10
17,17,0,976,10
18,18,0,202,10
19,19,0,398,10
0,0,0,66,11
1,1,0,98,11
2,2,0,82,11
3,3,0,38,11
4,4,0,622,11
5,5,0,268,11
6,6,0,562,11
7,7,0,426,11
8,8,0,1050,11
9,9,0,646,11
10,10,0,90,11
11,11,0,2086,11
12,12,0,258,11
13,13,0,160,11
14,14,0,266,11
15,15,0,756,11
16,16,0,1648,11
17,17,0,256,11
18,18,0,280,11
19,19,0,254,11
0,0,0,404,12
1,1,0,102,12
2,2,0,214,12
3,3,0,70,12
4,4,0,198,12
5,5,0,344,12
6,6,0,1824,12
7,7,0,410,12
8,8,0,398,12
9,9,0,238,12
10,10,0,204,12
11,11,0,212,12
12,12,0,398,12
13,13,0,720,12
14,14,0,110,12
15,15,0,368,12
16,16,0,672,12
17,17,0,70,12
18,18,0,536,12
19,19,0,204,12
0,0,0,360,13
1,1,0,410,13
2,2,0,776,13
3,3,0,1516,13
4,4,0,896,13
5,5,0,66,13
6,6,0,416,13
7,7,0,210,13
8,8,0,118,13
9,9,0,468,13
10,10,0,624,13
11,11,0,660,13
12,12,0,178,13
13,13,0,496,13
14,14,0,958,13
15,15,0,806,13
16,16,0,466,13
17,17,0,62,13
18,18,0,58,13
19,19,0,710,13
0,0,0,208,14
1,1,0,632,14
2,2,0,494,14
3,3,0,118,14
4,4,0,232,14
5,5,0,494,14
6,6,0,72,14
7,7,0,1956,14
8,8,0,110,14
9,9,0,218,14
10,10,0,188,14
11,11,0,1102,14
12,12,0,1248,14
13,13,0,284,14
14,14,0,1546,14
15,15,0,104,14
16,16,0,140,14
17,17,0,796,14
18,18,0,186,14
19,19,0,604,14
0,0,0,304,15
1,1,0,216,15
2,2,0,470,15
3,3,0,528,15
4,4,0,208,15
5,5,0,476,15
6,6,0,986,15
7,7,0,434,15
8,8,0,62,15
9,9,0,492,15
10,10,0,96,15
11,11,0,190,15
12,12,0,184,15
13,13,0,1798,15
14,14,0,414,15
15,15,0,588,15
16,16,0,1004,15
17,17,0,1388,15
18,18,0,192,15
19,19,0,102,15
0,0,0,1136,16
1,1,0,1294,16
2,2,0,524,16
3,3,0,640,16
4,4,0,276,16
5,5,0,730,16
6,6,0,410,16
7,7,0,120,16
8,8,0,82,16
9,9,0,44,16
10,10,0,1160,16
11,11,0,146,16
12,12,0,82,16
13,13,0,1520,16
14,14,0,38,16
15,15,0,364,16
16,16,0,238,16
17,17,0,310,16
18,18,0,380,16
19,19,0,258,16
0,0,0,698,17
1,1,0,58,17
2,2,0,338,17
3,3,0,504,17
4,4,0,664,17
5,5,0,1512,17
6,6,0,2308,17
7,7,0,72,17
8,8,0,124,17
9,9,0,68,17
10,10,0,606,17
11,11,0,230,17
12,12,0,460,17
13,13,0,428,17
14,14,0,390,17
15,15,0,576,17
16,16,0,112,17
17,17,0,1834,17
18,18,0,184,17
19,19,0,292,17
0,0,0,1548,18
1,1,0,24,18
2,2,0,88,18
3,3,0,108,18
4,4,0,148,18
5,5,0,708,18
6,6,0,194,18
7,7,0,582,18
8,8,0,428,18
9,9,0,202,18
10,10,0,264,18
11,11,0,120,18
12,12,0,1254,18
13,13,0,316,18
14,14,0,644,18
15,15,0,1628,18
16,16,0,216,18
17,17,0,476,18
18,18,0,506,18
19,19,0,576,18
0,0,0,1120,19
1,1,0,228,19
2,2,0,724,19
3,3,0,582,19
4,4,0,584,19
5,5,0,242,19
6,6,0,380,19
7,7,0,678,19
8,8,0,360,19
9,9,0,1218,19
10,10,0,292,19
11,11,0,296,19
12,12,0,342,19
13,13,0,796,19
14,14,0,80,19
15,15,0,738,19
16,16,0,122,19
17,17,0,136,19
18,18,0,70,19
19,19,0,160,19
