,subID,epi,it,simID
0,0,0,1034,0
1,1,0,492,0
2,2,0,168,0
3,3,0,76,0
4,4,0,388,0
5,5,0,678,0
6,6,0,1088,0
7,7,0,74,0
8,8,0,46,0
9,9,0,1112,0
10,10,0,2798,0
11,11,0,500,0
12,12,0,1966,0
13,13,0,178,0
14,14,0,192,0
15,15,0,644,0
16,16,0,236,0
17,17,0,1236,0
18,18,0,448,0
19,19,0,254,0
0,0,0,56,1
1,1,0,1118,1
2,2,0,598,1
3,3,0,76,1
4,4,0,176,1
5,5,0,100,1
6,6,0,812,1
7,7,0,134,1
8,8,0,938,1
9,9,0,168,1
10,10,0,590,1
11,11,0,244,1
12,12,0,142,1
13,13,0,94,1
14,14,0,1096,1
15,15,0,302,1
16,16,0,1004,1
17,17,0,202,1
18,18,0,488,1
19,19,0,848,1
0,0,0,328,2
1,1,0,1254,2
2,2,0,150,2
3,3,0,374,2
4,4,0,136,2
5,5,0,1268,2
6,6,0,126,2
7,7,0,62,2
8,8,0,816,2
9,9,0,18,2
10,10,0,378,2
11,11,0,134,2
12,12,0,156,2
13,13,0,426,2
14,14,0,726,2
15,15,0,258,2
16,16,0,310,2
17,17,0,1190,2
18,18,0,142,2
19,19,0,40,2
0,0,0,276,3
1,1,0,168,3
2,2,0,292,3
3,3,0,314,3
4,4,0,384,3
5,5,0,438,3
6,6,0,2130,3
7,7,0,154,3
8,8,0,224,3
9,9,0,224,3
10,10,0,48,3
11,11,0,774,3
12,12,0,276,3
13,13,0,1228,3
14,14,0,1032,3
15,15,0,68,3
16,16,0,1204,3
17,17,0,588,3
18,18,0,350,3
19,19,0,268,3
0,0,0,144,4
1,1,0,606,4
2,2,0,278,4
3,3,0,108,4
4,4,0,1044,4
5,5,0,236,4
6,6,0,186,4
7,7,0,438,4
8,8,0,198,4
9,9,0,1452,4
10,10,0,126,4
11,11,0,954,4
12,12,0,586,4
13,13,0,804,4
14,14,0,1102,4
15,15,0,466,4
16,16,0,544,4
17,17,0,284,4
18,18,0,502,4
19,19,0,914,4
0,0,0,44,5
1,1,0,826,5
2,2,0,184,5
3,3,0,66,5
4,4,0,380,5
5,5,0,1206,5
6,6,0,424,5
7,7,0,216,5
8,8,0,428,5
