,subID,epi,it,simID
0,0,0,142,0
1,1,0,312,0
2,2,0,536,0
3,3,0,158,0
4,4,0,572,0
5,5,0,304,0
6,6,0,242,0
7,7,0,376,0
8,8,0,778,0
9,9,0,360,0
10,10,0,800,0
11,11,0,320,0
12,12,0,364,0
13,13,0,66,0
14,14,0,516,0
15,15,0,454,0
16,16,0,240,0
17,17,0,278,0
18,18,0,294,0
19,19,0,116,0
0,0,0,282,1
1,1,0,116,1
2,2,0,88,1
3,3,0,224,1
4,4,0,468,1
5,5,0,440,1
6,6,0,360,1
7,7,0,58,1
8,8,0,60,1
9,9,0,470,1
10,10,0,680,1
11,11,0,66,1
12,12,0,248,1
13,13,0,306,1
14,14,0,384,1
15,15,0,328,1
16,16,0,84,1
17,17,0,332,1
18,18,0,248,1
19,19,0,170,1
0,0,0,248,2
1,1,0,208,2
2,2,0,160,2
3,3,0,284,2
4,4,0,140,2
5,5,0,266,2
6,6,0,96,2
7,7,0,134,2
8,8,0,254,2
9,9,0,18,2
10,10,0,390,2
11,11,0,266,2
12,12,0,54,2
13,13,0,266,2
14,14,0,830,2
15,15,0,344,2
16,16,0,340,2
17,17,0,412,2
18,18,0,112,2
19,19,0,36,2
0,0,0,306,3
1,1,0,316,3
2,2,0,560,3
3,3,0,264,3
4,4,0,450,3
5,5,0,82,3
6,6,0,418,3
7,7,0,162,3
8,8,0,224,3
9,9,0,336,3
10,10,0,160,3
11,11,0,1250,3
12,12,0,316,3
13,13,0,102,3
14,14,0,82,3
15,15,0,46,3
16,16,0,680,3
17,17,0,300,3
18,18,0,496,3
19,19,0,136,3
0,0,0,170,4
1,1,0,396,4
2,2,0,562,4
3,3,0,432,4
4,4,0,270,4
5,5,0,570,4
6,6,0,480,4
7,7,0,340,4
8,8,0,638,4
9,9,0,92,4
10,10,0,478,4
11,11,0,670,4
12,12,0,420,4
13,13,0,194,4
14,14,0,532,4
15,15,0,568,4
16,16,0,598,4
17,17,0,134,4
18,18,0,494,4
19,19,0,460,4
0,0,0,316,5
1,1,0,376,5
2,2,0,106,5
3,3,0,426,5
4,4,0,258,5
5,5,0,298,5
6,6,0,252,5
7,7,0,376,5
8,8,0,356,5
9,9,0,794,5
10,10,0,324,5
11,11,0,338,5
12,12,0,236,5
13,13,0,20,5
14,14,0,12,5
15,15,0,184,5
16,16,0,308,5
17,17,0,56,5
18,18,0,366,5
19,19,0,332,5
0,0,0,264,6
1,1,0,474,6
2,2,0,546,6
3,3,0,166,6
4,4,0,88,6
5,5,0,394,6
6,6,0,342,6
7,7,0,440,6
8,8,0,514,6
9,9,0,138,6
10,10,0,590,6
11,11,0,348,6
12,12,0,112,6
13,13,0,164,6
14,14,0,90,6
15,15,0,266,6
16,16,0,546,6
17,17,0,116,6
18,18,0,548,6
19,19,0,36,6
0,0,0,260,7
1,1,0,122,7
2,2,0,564,7
3,3,0,786,7
4,4,0,24,7
5,5,0,722,7
6,6,0,174,7
7,7,0,272,7
8,8,0,78,7
9,9,0,88,7
10,10,0,270,7
11,11,0,302,7
12,12,0,318,7
13,13,0,158,7
