,subID,epi,it,simID
0,0,0,198,0
1,1,0,90,0
2,2,0,148,0
3,3,0,778,0
4,4,0,376,0
5,5,0,154,0
6,6,0,558,0
7,7,0,312,0
8,8,0,80,0
9,9,0,562,0
10,10,0,256,0
11,11,0,384,0
12,12,0,598,0
13,13,0,92,0
14,14,0,506,0
15,15,0,398,0
16,16,0,162,0
17,17,0,86,0
18,18,0,986,0
19,19,0,502,0
0,0,0,100,1
1,1,0,696,1
2,2,0,332,1
3,3,0,320,1
4,4,0,64,1
5,5,0,146,1
6,6,0,390,1
7,7,0,58,1
8,8,0,60,1
9,9,0,278,1
10,10,0,796,1
11,11,0,66,1
12,12,0,84,1
13,13,0,360,1
14,14,0,380,1
15,15,0,362,1
16,16,0,692,1
17,17,0,304,1
18,18,0,316,1
19,19,0,838,1
0,0,0,414,2
1,1,0,474,2
2,2,0,260,2
3,3,0,562,2
4,4,0,620,2
5,5,0,570,2
6,6,0,122,2
7,7,0,408,2
8,8,0,62,2
9,9,0,18,2
10,10,0,476,2
11,11,0,36,2
12,12,0,538,2
13,13,0,152,2
14,14,0,58,2
15,15,0,126,2
16,16,0,384,2
17,17,0,552,2
18,18,0,612,2
19,19,0,310,2
0,0,0,120,3
1,1,0,534,3
2,2,0,86,3
3,3,0,408,3
4,4,0,250,3
5,5,0,56,3
6,6,0,318,3
7,7,0,358,3
8,8,0,424,3
9,9,0,340,3
10,10,0,78,3
11,11,0,790,3
12,12,0,292,3
13,13,0,216,3
14,14,0,406,3
15,15,0,162,3
16,16,0,260,3
17,17,0,132,3
18,18,0,468,3
19,19,0,546,3
0,0,0,266,4
1,1,0,112,4
2,2,0,450,4
3,3,0,366,4
4,4,0,472,4
5,5,0,60,4
6,6,0,300,4
7,7,0,90,4
8,8,0,214,4
9,9,0,420,4
10,10,0,234,4
11,11,0,676,4
12,12,0,116,4
13,13,0,264,4
14,14,0,462,4
15,15,0,504,4
16,16,0,592,4
17,17,0,152,4
18,18,0,532,4
19,19,0,262,4
0,0,0,50,5
1,1,0,320,5
2,2,0,456,5
3,3,0,590,5
4,4,0,336,5
5,5,0,164,5
6,6,0,178,5
7,7,0,610,5
8,8,0,84,5
9,9,0,188,5
10,10,0,654,5
11,11,0,420,5
12,12,0,112,5
13,13,0,20,5
14,14,0,12,5
15,15,0,184,5
16,16,0,192,5
17,17,0,378,5
18,18,0,190,5
19,19,0,370,5
0,0,0,426,6
1,1,0,618,6
2,2,0,506,6
3,3,0,154,6
4,4,0,676,6
5,5,0,114,6
6,6,0,482,6
7,7,0,736,6
8,8,0,236,6
9,9,0,640,6
10,10,0,474,6
11,11,0,978,6
12,12,0,244,6
13,13,0,558,6
14,14,0,304,6
15,15,0,352,6
16,16,0,688,6
17,17,0,174,6
18,18,0,140,6
19,19,0,36,6
0,0,0,448,7
1,1,0,644,7
2,2,0,430,7
3,3,0,504,7
4,4,0,24,7
5,5,0,278,7
6,6,0,174,7
7,7,0,86,7
8,8,0,78,7
9,9,0,88,7
10,10,0,212,7
11,11,0,882,7
12,12,0,74,7
13,13,0,358,7
14,14,0,510,7
15,15,0,172,7
16,16,0,464,7
17,17,0,136,7
18,18,0,76,7
19,19,0,316,7
0,0,0,328,8
1,1,0,312,8
2,2,0,246,8
3,3,0,386,8
4,4,0,26,8
5,5,0,388,8
6,6,0,280,8
7,7,0,516,8
8,8,0,20,8
9,9,0,214,8
10,10,0,366,8
11,11,0,372,8
12,12,0,500,8
13,13,0,176,8
14,14,0,364,8
15,15,0,318,8
16,16,0,52,8
17,17,0,644,8
18,18,0,202,8
19,19,0,808,8
0,0,0,508,9
1,1,0,194,9
2,2,0,256,9
3,3,0,30,9
4,4,0,220,9
5,5,0,826,9
6,6,0,70,9
7,7,0,504,9
8,8,0,50,9
9,9,0,84,9
10,10,0,578,9
11,11,0,238,9
12,12,0,190,9
13,13,0,402,9
14,14,0,34,9
15,15,0,354,9
16,16,0,56,9
17,17,0,184,9
18,18,0,196,9
19,19,0,958,9
0,0,0,538,10
1,1,0,646,10
2,2,0,28,10
3,3,0,332,10
4,4,0,1046,10
5,5,0,456,10
6,6,0,254,10
7,7,0,52,10
8,8,0,116,10
9,9,0,302,10
10,10,0,334,10
11,11,0,556,10
12,12,0,462,10
13,13,0,114,10
14,14,0,306,10
15,15,0,78,10
16,16,0,532,10
17,17,0,282,10
18,18,0,74,10
19,19,0,828,10
0,0,0,240,11
1,1,0,570,11
2,2,0,260,11
3,3,0,102,11
4,4,0,534,11
5,5,0,320,11
6,6,0,126,11
7,7,0,182,11
8,8,0,518,11
9,9,0,354,11
10,10,0,248,11
11,11,0,854,11
12,12,0,402,11
13,13,0,84,11
14,14,0,532,11
15,15,0,322,11
16,16,0,246,11
17,17,0,134,11
18,18,0,314,11
19,19,0,120,11
0,0,0,350,12
1,1,0,212,12
2,2,0,142,12
3,3,0,42,12
4,4,0,324,12
5,5,0,400,12
6,6,0,126,12
7,7,0,130,12
8,8,0,210,12
9,9,0,20,12
10,10,0,900,12
11,11,0,274,12
12,12,0,84,12
13,13,0,640,12
14,14,0,166,12
15,15,0,696,12
16,16,0,30,12
17,17,0,608,12
18,18,0,264,12
19,19,0,42,12
0,0,0,196,13
1,1,0,152,13
2,2,0,70,13
3,3,0,324,13
4,4,0,400,13
5,5,0,248,13
6,6,0,458,13
7,7,0,248,13
8,8,0,70,13
9,9,0,422,13
10,10,0,180,13
11,11,0,188,13
12,12,0,62,13
13,13,0,1032,13
14,14,0,374,13
15,15,0,326,13
16,16,0,546,13
17,17,0,60,13
18,18,0,44,13
19,19,0,1368,13
0,0,0,884,14
1,1,0,130,14
2,2,0,762,14
3,3,0,214,14
4,4,0,508,14
5,5,0,90,14
6,6,0,372,14
7,7,0,254,14
8,8,0,34,14
9,9,0,284,14
10,10,0,54,14
11,11,0,440,14
12,12,0,294,14
13,13,0,1056,14
14,14,0,126,14
15,15,0,104,14
16,16,0,202,14
17,17,0,652,14
18,18,0,22,14
19,19,0,154,14
0,0,0,16,15
1,1,0,870,15
2,2,0,216,15
3,3,0,390,15
4,4,0,44,15
5,5,0,454,15
6,6,0,518,15
7,7,0,450,15
8,8,0,460,15
9,9,0,354,15
10,10,0,70,15
11,11,0,882,15
12,12,0,340,15
13,13,0,240,15
14,14,0,328,15
15,15,0,154,15
16,16,0,394,15
17,17,0,80,15
18,18,0,416,15
19,19,0,424,15
0,0,0,734,16
1,1,0,302,16
2,2,0,478,16
3,3,0,360,16
4,4,0,604,16
5,5,0,112,16
6,6,0,32,16
7,7,0,122,16
8,8,0,626,16
9,9,0,106,16
10,10,0,212,16
11,11,0,1122,16
12,12,0,82,16
13,13,0,812,16
14,14,0,142,16
15,15,0,580,16
16,16,0,228,16
17,17,0,178,16
18,18,0,346,16
19,19,0,228,16
0,0,0,372,17
1,1,0,54,17
2,2,0,76,17
3,3,0,652,17
4,4,0,838,17
5,5,0,732,17
6,6,0,84,17
7,7,0,276,17
8,8,0,274,17
9,9,0,122,17
10,10,0,52,17
11,11,0,132,17
12,12,0,208,17
13,13,0,228,17
14,14,0,368,17
15,15,0,574,17
16,16,0,80,17
17,17,0,172,17
18,18,0,24,17
19,19,0,362,17
0,0,0,308,18
1,1,0,326,18
2,2,0,38,18
3,3,0,648,18
4,4,0,750,18
5,5,0,392,18
6,6,0,74,18
7,7,0,590,18
8,8,0,272,18
9,9,0,224,18
10,10,0,78,18
11,11,0,426,18
12,12,0,132,18
13,13,0,238,18
14,14,0,342,18
15,15,0,480,18
16,16,0,12,18
17,17,0,394,18
18,18,0,208,18
19,19,0,248,18
0,0,0,48,19
1,1,0,920,19
2,2,0,156,19
3,3,0,582,19
4,4,0,44,19
5,5,0,458,19
6,6,0,432,19
7,7,0,236,19
8,8,0,874,19
9,9,0,396,19
10,10,0,58,19
11,11,0,54,19
12,12,0,196,19
13,13,0,176,19
14,14,0,202,19
15,15,0,94,19
16,16,0,278,19
17,17,0,596,19
18,18,0,130,19
19,19,0,190,19
