outer_resampling_id,train_mse
0,6.361046568898038e-06
1,7.050976125031943e-06
2,7.19890855587266e-06
3,6.976834827666095e-06
4,7.056342551988843e-06
5,7.242721603873556e-06
6,7.0460457517756344e-06
7,7.218590529044857e-06
8,7.092937741921702e-06
9,6.889810088620956e-06
10,6.922311014721994e-06
11,6.9029998806822175e-06
12,7.180965970286881e-06
13,6.7759297972140226e-06
14,6.246654276793727e-06
15,6.603321884151844e-06
16,4.787856689294322e-06
17,7.0830119799784545e-06
18,7.019115487927657e-06
19,6.715899180166986e-06
