outer_resampling_id,train_mse
0,1.0910629814237683e-05
1,1.0255103068427254e-05
2,9.002533545890453e-06
3,8.722745917538106e-06
4,1.003495417506136e-05
5,1.1199431462526494e-05
6,1.0585996087538723e-05
7,1.0904259503662695e-05
8,1.0882508901369311e-05
9,1.1139338252891857e-05
10,1.1052315749082034e-05
11,9.467505382769363e-06
12,1.0422583567231555e-05
13,1.1156441643466304e-05
14,1.1114775426848893e-05
15,1.0397255054844641e-05
16,1.1134550675003693e-05
17,1.1130342145540832e-05
18,1.1180179462162067e-05
19,1.1182318606770348e-05
