exp_id,id_in_exp,yres,ypred,w
0,0,9.884186339434063e-05,0.004958075468283788,0.05
0,1,0.00032263407936303413,0.00593798231369777,0.05
0,2,0.0007486638937306575,0.007938276850120394,0.05
0,3,0.0008390632705311944,0.011833411134011755,0.05
0,4,0.000387303333117105,0.01961997629277076,0.05
1,0,4.952921983749683e-20,-2.2255161162637495e-10,0.05
1,1,0.000208979534015118,0.009343875553416195,0.05
1,2,9.846435609371796e-05,0.019077079255898598,0.05
1,3,0.00010158715425132459,0.0284209546954424,0.05
1,4,1.6368835237044153e-05,0.03815415827830053,0.05
1,5,3.3617194993259705e-05,0.04749803371784433,0.05
1,6,0.00039613637589563374,0.06190317502047434,0.05
2,0,0.00026390955063775067,0.01105470681588816,0.05
2,1,1.4191112973012593e-05,0.01743289063431753,0.05
2,2,2.5588251585725895e-05,0.023958483130912457,0.05
2,3,0.00024757916529975944,0.03053464855977913,0.05
3,0,1.6780365153796864e-05,0.07220361559984945,0.05
3,1,1.7921153679374012e-05,0.07283333836107793,0.05
3,2,4.7713742447878575e-06,0.07331565244414084,0.05
3,3,4.191820532568639e-06,0.07374739359493201,0.05
