outer_resampling_id,train_mse
0,1.3511866874671651e-05
1,1.265355920247967e-05
2,1.1174229596134077e-05
3,1.0857338792179657e-05
4,1.2378205079242551e-05
5,1.4065106032529662e-05
6,1.34485022010151e-05
7,1.3764957286381316e-05
8,1.373945572112338e-05
9,1.3999327316148351e-05
10,1.3917168412546227e-05
11,1.2301129163087586e-05
12,1.2853629141421405e-05
13,1.38916632276632e-05
14,1.4057129108823341e-05
15,1.3606848724312547e-05
16,1.4006999304135747e-05
17,1.3996010229272634e-05
18,1.4044380796703397e-05
19,1.4050056372103052e-05
