resampling_id,shift,coef
0,0.07206407239528281,0.00018619978925747414
1,0.07206653395417152,0.00018572281082114022
2,0.07207387149956043,0.000184301008181324
3,0.07208642991834247,0.00018186755230053796
4,0.07209754663039214,0.00017971345720472508
5,0.07206261980802517,0.0001864812583711095
6,0.0720752011630956,0.0001840433581056514
7,0.07208082539380165,0.0001829535459627517
8,0.07209153449307837,0.00018087843435299645
9,0.07207975423945803,0.00018316110448432776
10,0.07203134900357328,0.00019254062972264222
11,0.07188597227528427,0.00022071040654818096
12,0.0720757835138095,0.00018393051549444515
13,0.07207238739616861,0.00018458858420420675
14,0.07206024491509452,0.00018694144346845565
15,0.07203099650207133,0.00019260893424953498
16,0.0707707723623886,0.00018653677084640104
17,0.0734744710389883,0.0001864620516261585
18,0.07130453411715167,0.00018647035566927926
19,0.07270040311903522,0.00018650818187882772
