resampling_id,shift,coef
0,-0.03671862209040036,0.01938826751411795
1,-0.034882765579473424,0.01906392905623412
2,-0.03168328763295758,0.018498681316538854
3,-0.030126843108774864,0.018223706222488464
4,-0.030551330298623017,0.01829869983976047
5,-0.032584357606810166,0.018657872214098276
6,-0.03493769792703799,0.01907363388490183
7,-0.03346614233556991,0.018813656011693134
8,-0.03077772346654123,0.018338696435638735
9,-0.029730655064919523,0.01815371217970176
10,-0.029872150794868407,0.018178710052125676
11,-0.02978725335689908,0.01816371132867133
12,-0.033947227811174055,0.018898648776835225
13,-0.03166627361953231,0.018495675472212824
14,-0.03220509103376913,0.018590867666251072
15,-0.03250794530678833,0.01864437254927974
16,-0.04629126843400411,0.019622673962008643
17,-0.030947293467727746,0.01866342334817269
18,-0.031068780536199783,0.018764646569621155
19,-0.029905777609845058,0.018922171476297146
