outer_resampling_id,train_mse
0,7.769308424612797e-06
1,8.430499313857849e-06
2,8.53516203293088e-06
3,8.292239666517368e-06
4,8.377431567724834e-06
5,8.594219525747935e-06
6,8.425950986263336e-06
7,8.578747665734483e-06
8,8.417058875371312e-06
9,8.199910924102398e-06
10,8.234306000969383e-06
11,8.213858358316364e-06
12,8.547577415646472e-06
13,7.283911678697832e-06
14,7.549749271267898e-06
15,7.953751692181968e-06
16,5.738639265154376e-06
17,8.00529482338104e-06
18,8.461446621819735e-06
19,8.253534277765562e-06
