,time_step,stimulus,type,familiarity,novelty,n_im
0,0,0,fam,0.06666666666666667,2.70805020110221,3
1,1,1,fam,0.0009852216748768474,6.922643891475888,3
2,2,2,fam,0.0008968609865470852,7.016609683894219,3
3,3,0,fam,0.009777777777777776,4.62764304184015,3
4,4,1,fam,0.009769094138543514,4.628531535901265,3
5,5,2,fam,0.009768226622857647,4.628620341904609,3
6,6,0,fam,0.009777020006926495,4.627720544134983,3
7,7,1,fam,0.009777011324816112,4.627721432147306,3
8,8,2,fam,0.00977701045660592,4.627721520948494,3
9,9,0,fam,0.009777019249903323,4.627720621563812,3
10,10,1,fam,0.009777019241221213,4.6277206224518235,3
11,11,2,fam,0.009777019240353003,4.627720622540624,3
12,12,0,fam,0.009777019249146297,4.627720621641241,3
13,13,1,fam,0.009777019249137616,4.627720621642129,3
14,14,2,fam,0.009777019249136747,4.627720621642218,3
15,15,0,fam,0.009777019249145542,4.627720621641318,3
16,16,1,fam,0.009777019249145535,4.627720621641319,3
17,17,2,fam,0.009777019249145534,4.627720621641319,3
18,18,0,fam,0.009777019249145542,4.627720621641318,3
19,19,1,fam,0.009777019249145542,4.627720621641318,3
20,20,2,fam,0.009777019249145542,4.627720621641318,3
21,21,0,fam,0.009777019249145542,4.627720621641318,3
22,22,1,fam,0.009777019249145542,4.627720621641318,3
23,23,2,fam,0.009777019249145542,4.627720621641318,3
24,24,0,fam,0.009777019249145542,4.627720621641318,3
25,25,1,fam,0.009777019249145542,4.627720621641318,3
26,26,2,fam,0.009777019249145542,4.627720621641318,3
27,27,0,fam,0.009777019249145542,4.627720621641318,3
28,28,1,fam,0.009777019249145542,4.627720621641318,3
29,29,2,fam,0.009777019249145542,4.627720621641318,3
30,30,0,fam,0.009777019249145542,4.627720621641318,3
31,31,1,fam,0.009777019249145542,4.627720621641318,3
32,32,2,fam,0.009777019249145542,4.627720621641318,3
33,33,0,fam,0.009777019249145542,4.627720621641318,3
34,34,1,fam,0.009777019249145542,4.627720621641318,3
35,35,2,fam,0.009777019249145542,4.627720621641318,3
36,36,0,fam,0.009777019249145542,4.627720621641318,3
37,37,1,fam,0.009777019249145542,4.627720621641318,3
38,38,2,fam,0.009777019249145542,4.627720621641318,3
39,39,0,fam,0.009777019249145542,4.627720621641318,3
40,40,1,fam,0.009777019249145542,4.627720621641318,3
41,41,2,fam,0.009777019249145542,4.627720621641318,3
42,42,0,fam,0.009777019249145542,4.627720621641318,3
43,43,1,fam,0.009777019249145542,4.627720621641318,3
44,44,2,fam,0.009777019249145542,4.627720621641318,3
45,45,0,fam,0.009777019249145542,4.627720621641318,3
46,46,1,fam,0.009777019249145542,4.627720621641318,3
47,47,2,fam,0.009777019249145542,4.627720621641318,3
48,48,0,fam,0.009777019249145542,4.627720621641318,3
49,49,1,fam,0.009777019249145542,4.627720621641318,3
50,50,2,fam,0.009777019249145542,4.627720621641318,3
51,51,0,fam,0.009777019249145542,4.627720621641318,3
52,52,1,fam,0.009777019249145542,4.627720621641318,3
53,53,3,nov,0.0008880118401578688,7.026525481549881,3
54,54,0,fam,0.009777019249145542,4.627720621641318,3
55,55,1,fam,0.009777019249145542,4.627720621641318,3
56,56,2,fam,0.0008969008475668564,7.016565239844826,3
57,57,0,fam,0.009777019249145542,4.627720621641318,3
58,58,1,fam,0.009777019249145542,4.627720621641318,3
59,59,2,fam,0.009768139130743961,4.628629298751015,3
0,0,0,fam,0.06666666666666667,2.70805020110221,6
1,1,1,fam,0.0009852216748768474,6.922643891475888,6
2,2,2,fam,0.0008968609865470852,7.016609683894219,6
3,3,3,fam,0.000888888888888889,7.025538314638521,6
4,4,4,fam,0.0008880994671403199,7.026426808699635,6
5,5,5,fam,0.0008880206020779683,7.02651561470298,6
6,6,0,fam,0.0008968928435055191,7.016574164016403,6
7,7,1,fam,0.0008968920470539762,7.016575052028726,6
8,8,2,fam,0.0008968919674088997,7.016575140829914,6
9,9,3,fam,0.0008968919594443928,7.016575149710033,6
10,10,4,fam,0.0008968919586479421,7.016575150598045,6
11,11,5,fam,0.000896891958568297,7.016575150686846,6
12,12,0,fam,0.0008968919674404508,7.016575140794736,6
13,13,1,fam,0.0008968919674396545,7.0165751407956245,6
14,14,2,fam,0.0008968919674395748,7.016575140795713,6
15,15,3,fam,0.0008968919674395667,7.016575140795722,6
16,16,4,fam,0.0008968919674395661,7.016575140795722,6
17,17,5,fam,0.0008968919674395659,7.016575140795723,6
18,18,0,fam,0.0008968919674395748,7.016575140795713,6
19,19,1,fam,0.0008968919674395748,7.016575140795713,6
20,20,2,fam,0.0008968919674395748,7.016575140795713,6
21,21,3,fam,0.0008968919674395748,7.016575140795713,6
22,22,4,fam,0.0008968919674395748,7.016575140795713,6
23,23,5,fam,0.0008968919674395748,7.016575140795713,6
24,24,0,fam,0.0008968919674395748,7.016575140795713,6
25,25,1,fam,0.0008968919674395748,7.016575140795713,6
