outer_resampling_id,train_mse
0,7.768998785476048e-06
1,8.430216992875571e-06
2,8.534889406050627e-06
3,8.291971694927286e-06
4,8.377162327909901e-06
5,8.59394324768887e-06
6,8.42566857998623e-06
7,8.578469689087745e-06
8,8.416788958740516e-06
9,8.199644135241674e-06
10,8.234038789810635e-06
11,8.213591400550567e-06
12,8.547297992239377e-06
13,7.2838234024286965e-06
14,7.5494731612563425e-06
15,7.953475414248902e-06
16,5.738428424862386e-06
17,8.005122463887715e-06
18,8.461154634467792e-06
19,8.253230102111427e-06
