,time_step,stimulus,type,familiarity,novelty,n_fam,steady
0,0,0,fam,0.043478260869565216,3.1354942159291497,1,3.167082036592935
1,1,1,fam,0.0392156862745098,3.2386784521643803,1,3.167082036592935
2,2,2,fam,0.038461538461538464,3.258096538021482,1,3.167082036592935
3,3,0,fam,0.042145593869731796,3.166625134524323,1,3.167082036592935
4,4,1,fam,0.042113323124042874,3.1673911246039057,1,3.167082036592935
5,5,2,fam,0.04210687490430256,3.1675442522360857,1,3.167082036592935
6,6,0,fam,0.04213620774130328,3.166847866556337,1,3.167082036592935
7,7,1,fam,0.04213594968183683,3.1668539909863824,1,3.167082036592935
8,8,3,nov,0.03827752368306945,3.2628924040648326,1,3.167082036592935
9,9,0,fam,0.042136132724126786,3.1668496469074245,1,3.167082036592935
10,10,1,fam,0.042136130659657864,3.1668496959026418,1,3.167082036592935
11,11,2,fam,0.038308379041214785,3.2620866328010045,1,3.167082036592935
12,12,0,fam,0.04213613212399397,3.166849661150137,1,3.167082036592935
13,13,1,fam,0.04213613210747822,3.1668496615420985,1,3.167082036592935
14,14,2,fam,0.042105510094605086,3.167576665750977,1,3.167082036592935
0,0,0,fam,0.043478260869565216,3.1354942159291497,3,3.1668496761313065
1,1,1,fam,0.0392156862745098,3.2386784521643803,3,3.1668496761313065
2,2,2,fam,0.038461538461538464,3.258096538021482,3,3.1668496761313065
3,3,0,fam,0.042145593869731796,3.166625134524323,3,3.1668496761313065
4,4,1,fam,0.042113323124042874,3.1673911246039057,3,3.1668496761313065
5,5,2,fam,0.04210687490430256,3.1675442522360857,3,3.1668496761313065
6,6,0,fam,0.04213620774130328,3.166847866556337,3,3.1668496761313065
7,7,1,fam,0.04213594968183683,3.1668539909863824,3,3.1668496761313065
8,8,2,fam,0.04213589807032285,3.1668552158678906,3,3.1668496761313065
9,9,0,fam,0.042136132724126786,3.1668496469074245,3,3.1668496761313065
10,10,1,fam,0.042136130659657864,3.1668496959026418,3,3.1668496761313065
11,11,2,fam,0.04213613024676411,3.1668497057016847,3,3.1668496761313065
12,12,0,fam,0.04213613212399397,3.166849661150137,3,3.1668496761313065
