outer_resampling_id,train_mse
0,7.72290099546948e-06
1,8.378907590600586e-06
2,8.48582040485177e-06
3,8.243969698946975e-06
4,8.328870234059785e-06
5,8.544036136009454e-06
6,8.374339127093105e-06
7,8.528167286884215e-06
8,8.368341868936787e-06
9,8.151912285868694e-06
10,8.186210527272974e-06
11,8.165820994947245e-06
12,8.496660719488085e-06
13,7.261771801447037e-06
14,7.499791386203775e-06
15,7.903569734007073e-06
16,5.696520409585279e-06
17,7.970279142184338e-06
18,8.408818698470747e-06
19,8.198911860856061e-06
