outer_resampling_id,train_mse
0,2.979321706540313e-06
1,2.6919838089940316e-06
2,2.4469527360123316e-06
3,2.8435472649470153e-06
4,3.2443760871042693e-06
5,3.2446572581980657e-06
6,2.9223843959464454e-06
7,3.226564437700825e-06
8,3.238580871351534e-06
9,3.230749506195044e-06
10,3.173520122910575e-06
11,3.13728068004077e-06
12,3.2435564293745787e-06
13,3.232494175838723e-06
14,3.240956043143248e-06
15,3.2257443878147462e-06
16,2.598524913316708e-06
17,3.211394832656174e-06
18,3.2321313178638905e-06
19,2.9268762262230503e-06
