,time_step,stimulus,type,familiarity,novelty,n_fam,steady
0,0,0,fam,0.001949317738791423,6.240275845170769,1,2.0006488286748696
1,1,1,fam,0.0009746588693957114,6.933423025730715,1,2.0006488286748696
2,2,2,fam,0.0004873294346978557,7.62657020629066,1,2.0006488286748696
3,3,0,fam,0.12524366471734893,2.07749412139544,1,2.0006488286748696
4,4,1,fam,0.12512183235867447,2.0784673574819923,1,2.0006488286748696
5,5,2,fam,0.12506091617933723,2.0789543309515626,1,2.0006488286748696
6,6,0,fam,0.14065545808966862,1.9614419386160007,1,2.0006488286748696
7,7,1,fam,0.1406402290448343,1.9615502164570464,1,2.0006488286748696
8,8,3,nov,7.614522417153996e-06,11.785453289650333,1,2.0006488286748696
9,9,0,fam,0.14258193226120858,1.9478384812649119,1,2.0006488286748696
10,10,1,fam,0.1425800286306043,1.9478518324888854,1,2.0006488286748696
11,11,2,fam,0.017579076815302144,4.041045901454257,1,2.0006488286748696
12,12,0,fam,0.14282274153265107,1.9461509873259641,1,2.0006488286748696
13,13,1,fam,0.14282250357882553,1.9461526534053377,1,2.0006488286748696
14,14,2,fam,0.12719738460191277,2.062015189593219,1,2.0006488286748696
0,0,0,fam,0.001949317738791423,6.240275845170769,3,1.9467207162996736
1,1,1,fam,0.0009746588693957114,6.933423025730715,3,1.9467207162996736
2,2,2,fam,0.0004873294346978557,7.62657020629066,3,1.9467207162996736
3,3,0,fam,0.12524366471734893,2.07749412139544,3,1.9467207162996736
4,4,1,fam,0.12512183235867447,2.0784673574819923,3,1.9467207162996736
5,5,2,fam,0.12506091617933723,2.0789543309515626,3,1.9467207162996736
6,6,0,fam,0.14065545808966862,1.9614419386160007,3,1.9467207162996736
7,7,1,fam,0.1406402290448343,1.9615502164570464,3,1.9467207162996736
8,8,2,fam,0.14063261452241715,1.9616043597744206,3,1.9467207162996736
9,9,0,fam,0.14258193226120858,1.9478384812649119,3,1.9467207162996736
10,10,1,fam,0.1425800286306043,1.9478518324888854,3,1.9467207162996736
11,11,2,fam,0.14257907681530213,1.9478585081677187,3,1.9467207162996736
12,12,0,fam,0.14282274153265107,1.9461509873259641,3,1.9467207162996736
13,13,1,fam,0.14282250357882553,1.9461526534053377,3,1.9467207162996736
14,14,3,nov,1.1897691276803118e-07,15.944336373010003,3,1.9467207162996736
15,15,0,fam,0.14285284269158138,1.9459402506672927,3,1.9467207162996736
16,16,1,fam,0.1428528129473532,1.9459404588831792,3,1.9467207162996736
17,17,2,fam,0.017852798075239096,4.025595028125902,3,1.9467207162996736
18,18,0,fam,0.14285660533644767,1.9459139117072584,3,1.9467207162996736
19,19,1,fam,0.14285660161841915,1.9459139377335564,3,1.9467207162996736
20,20,2,fam,0.1272315997594049,2.061746233147205,3,1.9467207162996736
0,0,0,fam,0.001949317738791423,6.240275845170769,8,1.9459101737719735
1,1,1,fam,0.0009746588693957114,6.933423025730715,8,1.9459101737719735
2,2,2,fam,0.0004873294346978557,7.62657020629066,8,1.9459101737719735
3,3,0,fam,0.12524366471734893,2.07749412139544,8,1.9459101737719735
4,4,1,fam,0.12512183235867447,2.0784673574819923,8,1.9459101737719735
5,5,2,fam,0.12506091617933723,2.0789543309515626,8,1.9459101737719735
6,6,0,fam,0.14065545808966862,1.9614419386160007,8,1.9459101737719735
7,7,1,fam,0.1406402290448343,1.9615502164570464,8,1.9459101737719735
8,8,2,fam,0.14063261452241715,1.9616043597744206,8,1.9459101737719735
9,9,0,fam,0.14258193226120858,1.9478384812649119,8,1.9459101737719735
10,10,1,fam,0.1425800286306043,1.9478518324888854,8,1.9459101737719735
11,11,2,fam,0.14257907681530213,1.9478585081677187,8,1.9459101737719735
12,12,0,fam,0.14282274153265107,1.9461509873259641,8,1.9459101737719735
