outer_resampling_id,train_mse
0,1.3021276852650874e-05
1,1.2196309301929024e-05
2,1.0755205901086379e-05
3,1.0445565489189147e-05
4,1.1931987104378714e-05
5,1.352049589572898e-05
6,1.2905716852245955e-05
7,1.3223028840796276e-05
8,1.319921054113518e-05
9,1.3457264844640505e-05
10,1.3369234456097596e-05
11,1.1744136320485829e-05
12,1.2390629079926292e-05
13,1.3377764221962796e-05
14,1.350486267415764e-05
15,1.3002541719288617e-05
16,1.3462350110262461e-05
17,1.3451413265199999e-05
18,1.3499778020675646e-05
19,1.3505427152846518e-05
