outer_resampling_id,train_mse
0,7.608878461089819e-06
1,8.247182091954997e-06
2,8.359993332128985e-06
3,8.120953757668024e-06
4,8.205090152848616e-06
5,8.416028844510633e-06
6,8.24255172396845e-06
7,8.399088815926887e-06
8,8.244153469862475e-06
9,8.029607828351035e-06
10,8.063652158332854e-06
11,8.043414998183474e-06
12,8.366699147267926e-06
13,7.2015230579799634e-06
14,7.3739994554539955e-06
15,7.775612716739602e-06
16,5.588358371210494e-06
17,7.878269318503472e-06
18,8.275054641293597e-06
19,8.059480273619533e-06
