n_im,nt_norm,sample_id
3,1.64647922790574,0
6,0.6965763406429937,0
9,0.013660894482345753,0
12,-0.36597077760100194,0
3,1.1326248175219844,1
6,0.5005265074433756,1
9,1.2526512932530856,1
12,1.1049047947098654,1
3,0.8579147653721395,2
6,0.7180064232090517,2
9,0.8713904278907254,2
12,0.8982296467460609,2
3,0.7387975591246057,3
6,0.9399988858100112,3
9,0.07797140213776954,3
12,0.1497332158992779,3
3,0.7163997064781982,4
6,0.3681139580419801,4
9,1.0960042961325946,4
12,0.9137760669332704,4
3,1.3701694653882208,5
6,0.06652849585894827,5
9,0.12715238625406977,5
12,-0.07281467021524435,5
3,1.879016652006991,6
6,1.1241707840428083,6
9,0.8586288223128147,6
12,0.5198286970793475,6
3,2.6509045573821175,7
6,0.36045304197632766,7
9,-0.05848849233757103,7
12,0.08945958093358675,7
3,0.6487543747920732,8
6,0.7815709853806745,8
9,0.21475491455449958,8
12,-0.318784746839301,8
3,0.6467258880482918,9
6,-7.942789666981476e-05,9
9,0.5406372191294737,9
12,0.314684090384707,9
3,-0.02841451068483969,10
6,-0.1920968846636366,10
9,-0.21224609170880382,10
12,-0.38914087449122303,10
3,1.8136713106028501,11
6,0.8569894472067405,11
9,1.0166915029840502,11
12,0.9617323006357976,11
3,1.1705285974071236,12
6,0.4767298319415372,12
9,0.44080717365701894,12
12,0.6372268931635232,12
3,0.7261515510881984,13
6,1.2627943497572203,13
9,0.796414934127776,13
12,1.3695534210411537,13
3,1.5467141002275124,14
6,1.790362310798343,14
9,1.6822756524099303,14
12,0.8638718630549,14
3,1.9323543936591927,15
6,0.30506559879425943,15
9,0.23749331932240736,15
12,0.694244946422677,15
3,0.9630563133301835,16
6,0.47347595847259694,16
9,0.33385675691731764,16
12,0.6285843065479169,16
3,0.8477807892582447,17
6,1.6016717051063165,17
9,2.072884808289064,17
12,2.14809069141037,17
3,0.18149089394938844,18
6,0.26403636116483487,18
9,0.43940917893023634,18
12,0.36946773748356954,18
3,1.4642506936355744,19
6,1.1871866763737882,19
9,0.9176421399104111,19
12,0.4634062226657085,19
3,1.2519016299834285,20
6,1.1383890813829785,20
9,1.2924159805851279,20
12,1.0742050622303259,20
3,0.9014703452771433,21
6,0.040640768249670556,21
9,0.19558079711941279,21
12,0.4755306279663345,21
3,0.9454750750949616,22
6,0.8786733841982128,22
9,1.3597408189252622,22
12,0.8977427264311033,22
3,1.9925925879372202,23
6,0.5074561616840159,23
9,0.709106104521791,23
12,0.3153962661771237,23
3,1.5182821971455267,24
6,0.5383441686751413,24
9,0.8417460490409998,24
12,0.679752816392234,24
3,1.194343501460548,25
6,1.253725920681143,25
9,0.8250409723473933,25
12,0.22209487967995578,25
3,1.525835779723868,26
6,1.2271380589082581,26
9,1.863751032049417,26
12,1.3464606105611887,26
3,0.869539731385049,27
6,0.5391046259879233,27
9,0.6084474222993381,27
12,0.6911002984152748,27
3,0.03704316970504817,28
6,0.5465313590489598,28
9,1.4229110122591409,28
12,0.3969729044417969,28
3,1.6333470207846708,29
6,0.6828978568285102,29
9,0.4517306895550015,29
12,0.1411802335376513,29
3,1.4137693871537036,30
6,1.7705996793501173,30
9,0.6730800222531137,30
12,1.0368309009355157,30
3,0.9134954956110248,31
6,1.0774233427362867,31
9,0.9523094368760283,31
12,1.1642502676348814,31
3,1.2963460941135676,32
6,0.756656352091527,32
9,0.34112951596044194,32
12,0.5038735047222005,32
3,1.0659344312751144,33
6,0.8570252656687825,33
9,0.6146307599389549,33
12,0.355738950360585,33
3,2.1140092163934545,34
6,1.6487001053583805,34
9,1.9315971687385152,34
12,1.359159760343097,34
3,1.8330922519158321,35
6,0.6398977323524375,35
9,1.0236059763019378,35
12,0.732310652436905,35
3,1.5015520491963759,36
6,2.1714614365804685,36
9,2.2058192778439474,36
12,0.7830026107813839,36
3,1.119571649113169,37
6,1.4391361944931587,37
9,1.135068512100181,37
12,1.2585373893668446,37
3,0.8288436779259822,38
6,1.4649114806202415,38
9,0.8513397717381002,38
12,0.500778443951666,38
3,2.2952592280989466,39
6,3.691031128942992,39
9,1.8870915408530622,39
12,1.7122903813219312,39
3,1.8281751646353823,40
6,1.3471094761398723,40
9,2.2589503420592703,40
12,2.3824239801466396,40
3,1.005091743090999,41
6,0.7720168707079753,41
9,0.5041062698106402,41
12,0.9595676876262185,41
3,0.9854693979655056,42
6,-0.04559552159226188,42
9,0.6380407530490926,42
12,0.3175240886790056,42
3,0.842760794766791,43
6,0.5717505608941358,43
9,1.1836570211766135,43
12,0.156190987745072,43
3,2.033149712207061,44
6,0.5382600722608348,44
9,0.5228443734568398,44
12,0.5678019075431111,44
3,1.4430592607632862,45
6,0.6461129703145723,45
9,0.8355293947475055,45
12,0.5769725475936229,45
3,1.0803558511020284,46
6,1.0206484373103586,46
9,0.5846530254253692,46
12,0.31634107733499617,46
3,0.5595217084884054,47
6,0.5518403759515844,47
9,0.04697903752592758,47
12,0.1969373325507111,47
3,2.4450537886333077,48
6,1.2611176303660365,48
9,0.9115168426137841,48
12,0.5337703744085363,48
3,2.9721248356488355,49
6,2.349245300500326,49
9,1.0018193470286327,49
12,1.0145723729420117,49
