n_fam,nt_norm,sample_id
1,0.8099780097024416,0
3,1.073863298977718,0
8,1.371605604428728,0
18,1.597000795058278,0
38,1.7178427043232563,0
1,0.7369840731479025,1
3,1.0135390706846124,1
8,1.3333295944291257,1
18,1.558930580047225,1
38,1.7082694113737442,1
1,0.7248519297116363,2
3,1.174126090520496,2
8,1.8809929737236755,2
18,2.3832120767295795,2
38,2.542125360204512,2
1,0.7972539544560946,3
3,1.2059092203554262,3
8,1.8340799261744682,3
18,2.3274372661731335,3
38,2.5653074639171765,3
1,0.7627150269191172,4
3,0.9851059176673942,4
8,1.1621141531114694,4
18,1.242186686633495,4
38,1.288402052702885,4
1,1.0199723362866666,5
3,1.3540321570488538,5
8,1.7475793769963592,5
18,2.003240566926663,5
38,2.082396133123228,5
1,0.5970918430342023,6
3,0.8330929479866616,6
8,1.066252269454142,6
18,1.260621567443691,6
38,1.4442912222615256,6
1,0.4759067464229205,7
3,0.7294135855146036,7
8,1.037957766942758,7
18,1.2240979376529249,7
38,1.256054453962942,7
1,0.49911629156020787,8
3,0.7241844186053656,8
8,0.9798044972601938,8
18,1.1961161557509288,8
38,1.3786952376446304,8
1,0.2847553314807296,9
3,0.40988296887026143,9
8,0.516056758966273,9
18,0.5669611837665947,9
38,0.537200068007581,9
1,1.011964228474901,10
3,1.4171541605968567,10
8,2.0338933255419036,10
18,2.808532802043154,10
38,3.6661318928769253,10
1,0.5514167838871566,11
3,0.7760333395667542,11
8,1.091671634805035,11
18,1.4515510268522502,11
38,1.8713876592007657,11
1,0.5541028309331795,12
3,0.7867090921157778,12
8,1.1727434264297718,12
18,1.8164724121895086,12
38,2.644674093386657,12
1,0.42183240682309053,13
3,0.6324140058836267,13
8,0.9331435839138205,13
18,1.3585952795687672,13
38,1.7481335932160895,13
1,0.4986236982298671,14
3,0.6270433017960175,14
8,0.7118056980150347,14
18,0.710181972932,14
38,0.6428558247579124,14
1,0.3073892938047247,15
3,0.4857477298518731,15
8,0.6820966565289692,15
18,0.9027368018956106,15
38,1.2423023216722033,15
1,0.28850961823630206,16
3,0.3730865934257124,16
8,0.3894865680755413,16
18,0.3630026518988081,16
38,0.3138019142477262,16
1,0.6134191236796638,17
3,0.7853187258341907,17
8,0.939433202249083,17
18,1.0649418125421621,17
38,1.237237119303436,17
1,0.6988787691459071,18
3,0.8328684382120908,18
8,0.9094881904175582,18
18,0.94501024215472,18
38,0.959641983158193,18
1,0.5657090102855102,19
3,0.7986510702723539,19
8,1.0298377911044405,19
18,1.1316918854306262,19
38,1.1669034146476653,19
1,0.4463271421838759,20
3,0.6698524185904438,20
8,0.9035248547859651,20
18,1.052843907590664,20
38,1.0694239318014154,20
1,0.42939066030497486,21
3,0.6057002282642969,21
8,0.8014735763301901,21
18,0.989396408003645,21
38,1.099119724239309,21
1,0.2248137853976031,22
3,0.30732245938246505,22
8,0.3356567310400611,22
18,0.302561272270365,22
38,0.23860765938954187,22
1,0.8637670616226378,23
3,1.1815294061781632,23
8,1.5222982429313245,23
18,1.7307033543000103,23
38,1.8469956137967156,23
1,0.5561115549129956,24
3,0.7031000475990206,24
8,0.7642064813305303,24
18,0.7189680572056905,24
38,0.6804276487100314,24
1,0.346660770627397,25
3,0.4955935270707341,25
8,0.6225000063255004,25
18,0.6762890720201769,25
38,0.7016817780107085,25
1,0.7641809858164397,26
3,1.1958586306018641,26
8,1.772452169052895,26
18,2.1449412757677253,26
38,2.3062560966414187,26
1,0.7206064012050835,27
3,1.009853051706351,27
8,1.4047557337019407,27
18,1.7235658453560043,27
38,1.824911546078834,27
1,0.4784595156959961,28
3,0.6042845184415042,28
8,0.6307364803024267,28
18,0.5520795584480538,28
38,0.5063536423409662,28
1,0.8080458963351349,29
3,1.089000169587836,29
8,1.3287003033123026,29
18,1.3722990433016429,29
38,1.3609708446084632,29
1,0.9580676502317491,30
3,1.6394984238133454,30
8,2.9958450083351584,30
18,5.054348058649287,30
38,6.646207994561285,30
1,0.5549686407236747,31
3,0.7026894237603174,31
8,0.7761870184706006,31
18,0.6472510629764101,31
38,0.3601435252040843,31
1,0.7033974747566476,32
3,0.9311975565489896,32
8,1.1543485876470383,32
18,1.2117175054453997,32
38,1.1936632341704094,32
1,0.43869803354629777,33
3,0.6643354889629067,33
8,1.034908268898784,33
18,1.4382164197608125,33
38,1.6486074172013134,33
1,0.8620659486309625,34
3,1.0961963655407843,34
8,1.208050057270183,34
18,1.14342646621867,34
38,1.099479329575195,34
1,0.9319381154970006,35
3,1.243119139797333,35
8,1.7255507747851153,35
18,2.246084558495597,35
38,2.483173740980459,35
1,1.0103092201719144,36
3,1.379896181903915,36
8,2.0464920390999106,36
18,3.0396724439803497,36
38,4.308971939058859,36
1,0.945089102281429,37
3,1.2786457633873483,37
8,1.6916795645511211,37
18,2.0028151677932495,37
38,2.182566987884853,37
1,0.7400425608646817,38
3,1.1189001153072,38
8,1.7239385156805276,38
18,2.3922382232080563,38
38,2.746005740456348,38
1,0.16441652797382345,39
3,0.2756995133875155,39
8,0.31735125254245244,39
18,0.31757584164440367,39
38,0.37438456528697617,39
1,0.4216068590776878,40
3,0.6112179649360252,40
8,0.869413470012385,40
18,1.104747303320685,40
38,1.1832480426036263,40
1,0.3412011672955173,41
3,0.5384345288337509,41
8,0.7269977397102696,41
18,0.7935069431020119,41
38,0.8093371025413174,41
1,1.1471333033948445,42
3,1.5718589604257873,42
8,2.09207782148364,42
18,2.465919493044386,42
38,2.5813234266409077,42
1,0.8897565136986647,43
3,1.229757410757782,43
8,1.6582901012288067,43
18,1.969328012236288,43
38,2.1428325736518437,43
1,0.6481118189681863,44
3,0.8606612822979294,44
8,1.0882354270053558,44
18,1.2151101648286378,44
38,1.2176813665374402,44
1,0.4148161803130379,45
3,0.5576765202299776,45
8,0.6652254864485392,45
18,0.6642101197021997,45
38,0.5168963700886493,45
1,0.7503017198744653,46
3,1.0800591389479903,46
8,1.5004640792114883,46
18,1.7977471249857297,46
38,1.9396578420177657,46
1,0.9246384660778266,47
3,1.4142924105462844,47
