exp_id,id_in_exp,yres,ypred,w
0,0,1.0193534209357355e-06,0.015909630338755594,0.05
0,1,2.6002698682637668e-06,0.02228746476991547,0.05
0,2,2.7216034780933686e-05,0.030083101037883357,0.05
0,3,1.734788241574813e-05,0.03663492107928936,0.05
0,4,2.511219001240959e-06,0.04088468261845739,0.05
1,0,6.511192395815554e-09,-8.069195992052464e-05,0.05
1,1,5.137229639860607e-08,0.02402665457506657,0.05
1,2,2.542701826436004e-05,0.03404252102269887,0.05
1,3,4.3998252803131334e-07,0.03783668821205159,0.05
1,4,8.806835232239172e-06,0.039232368750629694,0.05
1,5,3.7912838811708134e-06,0.03975287805179778,0.05
1,6,3.2953870576242283e-06,0.04018467990215934,0.05
2,0,2.2836441619591597e-05,0.032078748959674656,0.05
2,1,2.1418778293966487e-06,0.022663515571969307,0.05
2,2,4.985851592963545e-06,0.021132902056285395,0.05
2,3,3.896232274959876e-06,0.016773887604439493,0.05
3,0,0.0001126483804063397,0.06568640586764599,0.05
3,1,1.1480571984165403e-05,0.07198829927606246,0.05
3,2,2.0278664543591617e-07,0.07595031838229847,0.05
3,3,4.590030622315993e-05,0.0784749764739931,0.05
