resampling_id,shift,coef
0,0.024134746707855762,0.024951770935251714
1,0.024309747242097165,0.024862457156944094
2,0.024734493282201554,0.024645682540641527
3,0.02473642177959418,0.024644698307139955
4,0.02394961073999061,0.025046257462749195
5,0.024188157878004015,0.024924511856126905
6,0.024169655067033575,0.02493395500419639
7,0.023579611969910177,0.02523509110413381
8,0.024278951641253002,0.024878174088772707
9,0.024612653322338692,0.024707865134605444
10,0.0244712489417131,0.024780032682879864
11,0.024455645731272124,0.024787995982444966
12,0.02364979002575943,0.025199274828775865
13,0.02407585245729793,0.02498182837513735
14,0.024029114735455565,0.02500568157390231
15,0.024077828430963,0.024980819911508207
16,0.02029197681986658,0.02509865974695005
17,0.025333037674035302,0.024916683746059813
18,0.024332651991886667,0.02492743459373387
19,0.026291090693357222,0.02500688300250584
