resampling_id,shift,coef
0,-72449.71995789964,22670.23289877699
1,-70736.1712111438,22134.047113010503
2,-68565.67613191972,21454.87845103962
3,-67518.5074533467,21127.209359737877
4,-67804.09891113934,21216.57365736563
5,-69376.78669698237,21708.68270488618
6,-70755.21064166329,22140.004732852354
7,-69765.1602546488,21830.208501076162
8,-67956.41435529542,21264.234616100424
9,-67251.95542607357,21043.80268195198
10,-67347.15257867113,21073.59078116123
11,-67290.0342871126,21055.717921635678
12,-70088.83057509626,21931.488038893203
13,-69376.78669004483,21708.682702715356
14,-69376.7866980132,21708.682705208736
15,-69376.78669778958,21708.682705138766
16,-74322.14527901952,23256.129749089854
17,-70107.80151076158,21937.425504618706
18,-69683.35982010045,21804.612917109367
19,-69907.04248872229,21874.60576159729
