outer_resampling_id,train_mse
0,1.1673754207274489e-05
1,1.095710824673883e-05
2,9.634602783481442e-06
3,9.345083744474023e-06
4,1.0726811601315786e-05
5,1.2044007945120372e-05
6,1.1432332247616983e-05
7,1.1751170713480944e-05
8,1.1730402674001307e-05
9,1.1985350850798278e-05
10,1.1888795610600929e-05
11,1.0261492295298907e-05
12,1.1138998107462188e-05
13,1.196767325867318e-05
14,1.1994987265240359e-05
15,1.1366597886370381e-05
16,1.1979063787078037e-05
17,1.1974933235264671e-05
18,1.2024767253933002e-05
19,1.2026866909635665e-05
