outer_resampling_id,train_mse
0,7.725307972689419e-06
1,8.380909236803698e-06
2,8.487764093176875e-06
3,8.245885357931943e-06
4,8.330793542064314e-06
5,8.54600155960324e-06
6,8.376341270578077e-06
7,8.530143023881692e-06
8,8.370269254990985e-06
9,8.153820802619625e-06
10,8.188121595170781e-06
11,8.167730532203567e-06
12,8.498645093990643e-06
13,7.262281060873635e-06
14,7.501746207371323e-06
15,7.90553509116929e-06
16,5.697928033406939e-06
17,7.971437847440877e-06
18,8.410903363720407e-06
19,8.20109423120784e-06
