,time_step,stimulus,type,familiarity,novelty,n_im
0,0,0,fam,0.015873015873015872,4.143134726391533,3
1,1,1,fam,0.012698412698412698,4.366278277705742,3
2,2,2,fam,0.010158730158730159,4.589421829019952,3
3,3,0,fam,0.13612698412698415,1.9941671220630863,3
4,4,1,fam,0.13450158730158732,2.00617927851109,3
5,5,2,fam,0.13320126984126987,2.0158939875784236,3
6,6,0,fam,0.1976970158730159,1.6210196431379171,3
7,7,1,fam,0.19686481269841274,1.6252380157649948,3
8,8,2,fam,0.1961990501587302,1.6286255730515318,3
9,9,0,fam,0.22922087212698417,1.4730692331612716,3
10,10,1,fam,0.22879478410158735,1.4749298164951408,3
11,11,2,fam,0.2284539136812699,1.476420779662956,3
12,12,0,fam,0.2453610865290159,1.405024330880534,3
13,13,1,fam,0.24514292946001276,1.4059138529895343,3
14,14,2,fam,0.24496840380481025,1.4066260408159887,3
15,15,0,fam,0.2536248763028562,1.3718989685529606,3
16,16,1,fam,0.25351317988352656,1.3723394656514258,3
17,17,2,fam,0.2534238227480629,1.3726920030906944,3
18,18,0,fam,0.2578559366670624,1.3553542350268741,3
19,19,1,fam,0.2577987481003656,1.3555760445774148,3
20,20,2,fam,0.25775299724700823,1.3557535276482817,3
21,21,0,fam,0.260022239573536,1.3469881148033824,3
22,22,1,fam,0.2599929590273872,1.3471007289971924,3
23,23,2,fam,0.25996953459046823,1.3471908294841404,3
24,24,0,fam,0.2611313866616504,1.3427316011502195,3
25,25,1,fam,0.2611163950220223,1.3427890131303486,3
26,26,2,fam,0.2611044017103198,1.3428349450877874,3
27,27,0,fam,0.26169926997076504,1.3405592590152122,3
28,28,1,fam,0.2616915942512755,1.3405885897506713,3
29,29,2,fam,0.2616854536756838,1.3406120549584648,3
30,30,0,fam,0.26199002622503176,1.339448843789029,3
31,31,1,fam,0.2619860962566531,1.3394638443518798,3
32,32,2,fam,0.2619829522819501,1.3394758449641746,3
33,33,0,fam,0.26213889342721636,1.3388807881042313,3
34,34,1,fam,0.2621368812834064,1.338888464002707,3
35,35,2,fam,0.26213527156835853,1.3388946047639094,3
36,36,0,fam,0.2622151134347348,1.3385900684489684,3
37,37,1,fam,0.26221408321710415,1.3385939973592473,3
38,38,2,fam,0.26221325904299964,1.3385971404985848,3
39,39,0,fam,0.2622541380785843,1.338441252693578,3
40,40,1,fam,0.26225361060715735,1.3384432639943769,3
41,41,2,fam,0.26225318863001584,1.3384448730379284,3
42,42,0,fam,0.2622741186962352,1.3383650675981043,3
43,43,1,fam,0.2622738486308646,1.3383660973051563,3
44,44,2,fam,0.2622736325785681,1.3383669210715616,3
45,45,0,fam,0.2622843487724724,1.3383260630757374,3
46,46,1,fam,0.26228421049900275,1.3383265902650523,3
47,47,2,fam,0.26228409988022694,1.3383270120167046,3
48,48,0,fam,0.2622895865715059,1.338306093349143,3
49,49,1,fam,0.2622895157754894,1.3383063632646475,3
50,50,2,fam,0.26228945913867624,1.3383065791971034,3
51,51,0,fam,0.2622922683246111,1.338295869003485,3
52,52,1,fam,0.2622922320770506,1.3382960071988013,3
53,53,3,nov,1.1599219343896088e-07,15.969742946044647,3
54,54,0,fam,0.26229364138220096,1.3382906341789713,3
55,55,1,fam,0.26229362282345,1.3382907049346005,3
56,56,2,fam,0.13429360797644918,2.007726771697697,3
57,57,0,fam,0.26229434438768695,1.3382879539594272,3
58,58,1,fam,0.26229433488560644,1.3382879901862117,3
59,59,2,fam,0.196758327283942,1.6257790683925066,3
0,0,0,fam,0.015873015873015872,4.143134726391533,6
1,1,1,fam,0.012698412698412698,4.366278277705742,6
2,2,2,fam,0.010158730158730159,4.589421829019952,6
3,3,3,fam,0.008126984126984127,4.812565380334162,6
4,4,4,fam,0.006501587301587302,5.035708931648371,6
5,5,5,fam,0.005201269841269842,5.258852482962581,6
6,6,0,fam,0.0696970158730159,2.6635977760057155,6
7,7,1,fam,0.06886481269841271,2.6756099324537193,6
8,8,2,fam,0.06819905015873018,2.6853246415210528,6
9,9,3,fam,0.06766644012698415,2.693164936491145,6
10,10,4,fam,0.06724035210158733,2.6994817339654364,6
11,11,5,fam,0.06689948168126986,2.7045640595420952,6
12,12,0,fam,0.08380665452901592,2.4792428649927514,6
13,13,1,fam,0.08358849746001273,2.4818493585491153,6
14,14,2,fam,0.0834139718048102,2.4839394560130095,6
15,15,3,fam,0.08327435128064815,2.4856146850180183,6
16,16,4,fam,0.08316265486131853,2.4869568917626284,6
17,17,5,fam,0.08307329772585481,2.488031955762676,6
18,18,0,fam,0.08750541164485437,2.4360546401612737,6
19,19,1,fam,0.08744822307815761,2.4367083970131866,6
20,20,2,fam,0.08740247222480019,2.437231710395753,6
21,21,3,fam,0.08736587154211427,2.4376505583682415,6
22,22,4,fam,0.0873365909959655,2.437985763104312,6
23,23,5,fam,0.08731316655904653,2.438254007817472,6
24,24,0,fam,0.08847501863022873,2.42503504218009,6
25,25,1,fam,0.08846002699060057,2.4252045014255597,6
26,26,2,fam,0.08844803367889806,2.425340089500806,6
27,27,3,fam,0.08843843902953602,2.42544857319913,6
28,28,4,fam,0.08843076331004641,2.425535368632059,6
29,29,5,fam,0.08842462273445473,2.425604810402892,6
30,30,0,fam,0.08872919528380271,2.4221662974445537,6
31,31,1,fam,0.08872526531542402,2.4222105901421402,6
32,32,2,fam,0.08872212134072106,2.4222460257127905,6
33,33,3,fam,0.08871960616095874,2.4222743750734272,6
34,34,4,fam,0.08871759401714882,2.422297055140606,6
35,35,5,fam,0.08871598430210095,2.4223151995647125,6
36,36,0,fam,0.0887958261684772,2.4214156326959086,6
37,37,1,fam,0.08879479595084656,2.4214272348584367,6
38,38,2,fam,0.088793971776742,2.42143651668538,6
39,39,3,fam,0.08879331243745839,2.4214439422089646,6
40,40,4,fam,0.08879278496603149,2.421449882667532,6
41,41,5,fam,0.08879236298888998,2.4214546350597943,6
42,42,0,fam,0.08881329305510932,2.4212189436208793,6
43,43,1,fam,0.08881302298973875,2.4212219844469978,6
44,44,2,fam,0.08881280693744227,2.42122441711455,6
45,45,3,fam,0.08881263409560514,2.4212263632528526,6
46,46,4,fam,0.08881249582213539,2.421227920166222,6
47,47,5,fam,0.08881238520335961,2.421229165698662,6
48,48,0,fam,0.08881787189463862,2.4211673891593453,6
49,49,1,fam,0.0888178010986221,2.4211681862516783,6
50,50,2,fam,0.0888177444618089,2.4211688239260023,6
51,51,3,fam,0.08881769915235835,2.421169334065754,6
52,52,4,fam,0.0888176629047979,2.4211697421777427,6
53,53,5,fam,0.08881763390674952,2.421170068667454,6
54,54,0,fam,0.08881907220994818,2.421153874906264,6
55,55,1,fam,0.0888190536511972,2.421154083856352,6
56,56,2,fam,0.08881903880419646,2.421154251016453,6
57,57,3,fam,0.08881902692659586,2.421154384744554,6
58,58,4,fam,0.08881901742451538,2.4211544917270476,6
59,59,5,fam,0.08881900982285096,2.421154577313051,6
60,60,0,fam,0.08881938686540469,2.421150332256118,6
61,61,1,fam,0.08881938200033948,2.4211503870309317,6
62,62,2,fam,0.0888193781082873,2.4211504308507847,6
63,63,3,fam,0.08881937499464557,2.4211504659066683,6
64,64,4,fam,0.08881937250373219,2.421150493951376,6
