outer_resampling_id,train_mse
0,1.244811643802941e-05
1,1.1673796322124735e-05
2,1.0285165119738829e-05
3,9.985175060208691e-06
4,1.1430322269412944e-05
5,1.2902279817731109e-05
6,1.2290249555276957e-05
7,1.2608792507034896e-05
8,1.2587366843422325e-05
9,1.2842606017196486e-05
10,1.2744947600926926e-05
11,1.1100253089322163e-05
12,1.1867845516053696e-05
13,1.278509912227185e-05
14,1.2878060937138024e-05
15,1.2336426391915482e-05
16,1.2837341666908193e-05
17,1.2833203614093026e-05
18,1.2883037973861575e-05
19,1.2885141427204674e-05
