outer_resampling_id,train_mse
0,1.4509642927656353e-05
1,1.4501477099936896e-05
2,1.4380875420017938e-05
3,1.4413219115572855e-05
4,1.4486712405319627e-05
5,1.4514520195950282e-05
6,1.2938845292318231e-05
7,1.3108210547666035e-05
8,1.2237977793122869e-05
9,1.2051650684201277e-05
10,1.2447795730521245e-05
11,1.2751742257541628e-05
12,1.4351094304109965e-05
13,1.3939680221541027e-05
14,1.3719015694270475e-05
15,1.3243478898364692e-05
16,1.4129530962477224e-05
17,1.4464293447883491e-05
18,1.451030541852666e-05
19,1.435379811597499e-05
