outer_resampling_id,train_mse
0,2.104523090347651e-05
1,2.12860586670763e-05
2,2.1153276019370306e-05
3,2.0973157311950136e-05
4,2.116900143800259e-05
5,2.1303306036658152e-05
6,1.967571987644329e-05
7,1.924543535040112e-05
8,1.7763643181965653e-05
9,1.717192427738972e-05
10,1.7425671417803767e-05
11,1.753333497933903e-05
12,2.126747418591624e-05
13,2.1017257090733128e-05
14,2.0859219363635897e-05
15,2.0491626884596144e-05
16,2.1175296206511128e-05
17,2.1237613171176712e-05
18,2.1292847936327258e-05
19,2.1263238689525996e-05
