resampling_id,shift,coef
0,0.04818010935387032,0.006676375688701121
1,0.04836850806843962,0.0066257487563612435
2,0.04885489132441469,0.006495046738315171
3,0.049005082065483964,0.006454687139771348
4,0.048351043794631815,0.006630441795857059
5,0.04837538725198023,0.006623900166467953
6,0.04839533476560873,0.006618539825102953
7,0.04869668532584533,0.006537560215138206
8,0.04900458414596728,0.00645482094183969
9,0.049209752580585776,0.006399687612074396
10,0.04927869933796675,0.006381160082154886
11,0.049374116471175455,0.006355519372460748
12,0.04780662187080889,0.006776740097120595
13,0.04719162441489535,0.006942003616359061
14,0.04695302565744415,0.007006120418734674
15,0.04653914928251612,0.007117338222308612
16,0.047041516142511404,0.0066264281795645795
17,0.04977601816617645,0.00662293713415288
18,0.04763249841527081,0.0066233495105090575
19,0.04904306390564979,0.0066251462325333955
