outer_resampling_id,train_mse
0,1.3148601500817098e-05
1,1.2314206834517715e-05
2,1.0863015411004152e-05
3,1.0551432303645216e-05
4,1.2046891252442364e-05
5,1.3661089921272993e-05
6,1.3045799947369623e-05
7,1.3362875648980849e-05
8,1.3338594790954377e-05
9,1.3597162665262106e-05
10,1.3510824587142636e-05
11,1.1888624972558784e-05
12,1.2509996872696646e-05
13,1.3511344980630046e-05
14,1.3647550363071218e-05
15,1.3157500559821389e-05
16,1.3603421275590394e-05
17,1.3592118815614668e-05
18,1.364027083785445e-05
19,1.3646121976610869e-05
