exp_id,id_in_exp,yres,ypred,w
0,0,0.00017538821633243123,0.0016565783751920358,0.05
0,1,0.00046077022068688147,0.0024344410581303194,0.05
0,2,0.0009562617535727315,0.004376517764444257,0.05
0,3,0.0010588080170036993,0.008260669690300952,0.05
0,4,0.0005415406724082694,0.016028973542014324,0.05
1,0,0.0,0.0,0.05
1,1,0.00020961350840499683,0.009321964622056044,0.05
1,2,9.935415742863017e-05,0.019032344436697757,0.05
1,3,0.00010293504467528516,0.0283543090587538,0.05
1,4,1.710079811381881e-05,0.03806468887339552,0.05
1,5,3.2338027977331383e-05,0.047386653495451556,0.05
1,6,0.00039037918128447294,0.06175801562112129,0.05
2,0,0.000392680224684926,0.007483839305129615,0.05
2,1,5.063699227438124e-05,0.014084032583381144,0.05
2,2,3.1934210050716087e-06,0.02068701455088413,0.05
2,3,0.00015600186772262058,0.027290070765316768,0.05
3,0,1.4898134809086132e-05,0.0724401897962353,0.05
3,1,1.7905338229942974e-05,0.07283146998452582,0.05
3,2,5.198575636427767e-06,0.07321996148356485,0.05
3,3,3.6419093987736865e-06,0.07360837873567426,0.05
