outer_resampling_id,train_mse
0,1.284456768722949e-05
1,1.2041279294510319e-05
2,1.062000565055482e-05
3,1.0314401076654903e-05
4,1.1789595925257293e-05
5,1.3340782723090504e-05
6,1.2727880069916779e-05
7,1.3045988199223195e-05
8,1.3023689897143656e-05
9,1.3279797228911926e-05
10,1.3184406420645166e-05
11,1.1539421883283807e-05
12,1.2240328659113279e-05
13,1.3200343346812506e-05
14,1.3325373613816046e-05
15,1.282678405977108e-05
16,1.3275870308818476e-05
17,1.3271700463740686e-05
18,1.33215362197044e-05
19,1.332365577266572e-05
