outer_resampling_id,train_mse
0,1.025765530637061e-05
1,1.054530209226878e-05
2,1.0613161679568927e-05
3,1.054656312720884e-05
4,1.0626210486952081e-05
5,1.063696327795199e-05
6,9.458583506170643e-06
7,9.51242415173979e-06
8,8.80955598642899e-06
9,8.830707932196124e-06
10,9.37067349374129e-06
11,9.89877583376845e-06
12,1.0430804398344353e-05
13,1.010254696468165e-05
14,1.0000798762101262e-05
15,9.6940937248689e-06
16,1.0436424052071211e-05
17,1.0576927229600624e-05
18,1.0631047911409578e-05
19,1.05647137490489e-05
