,n_fam,nt_norm,steady
0,1,13.125233593576665,2.7468246862015917
1,3,20.358638859291627,2.7372562464422416
2,8,38.418237814828345,2.737249355794571
3,18,74.5374219446065,2.737249355794473
4,38,146.77579020416266,2.737249355794473
