outer_resampling_id,train_mse
0,1.3323225136246823e-05
1,1.247696897455153e-05
2,1.1012137230600112e-05
3,1.069797951453529e-05
4,1.2205753105831389e-05
5,1.3854987704172041e-05
6,1.3239062819119033e-05
7,1.355583973777654e-05
8,1.3530971500523524e-05
9,1.3790171677795454e-05
10,1.3705863642486834e-05
11,1.2086703578892756e-05
12,1.2674824826249852e-05
13,1.3694376298391482e-05
14,1.3844280590978415e-05
15,1.3372792820303328e-05
16,1.3797332221351668e-05
17,1.378601193633103e-05
18,1.3834166131183104e-05
19,1.3840026295567104e-05
