resampling_id,shift,coef
0,0.02736163702279569,0.023368468048217357
1,0.027299179458854052,0.023400431037628976
2,0.027521687197398902,0.02328656152299726
3,0.027458484030298734,0.023318906078777433
4,0.026776589796608095,0.023667869067338265
5,0.027368423834652544,0.023364994861275228
6,0.02769653149459601,0.023197084027121544
7,0.02746736552487801,0.023314360926848944
8,0.02778954635753922,0.02314948317797291
9,0.02786043214385117,0.02311320700108838
10,0.02764920063594372,0.023221305844920263
11,0.027533179601660577,0.02328068022419936
12,0.02672658011874658,0.02369346178506674
13,0.02732010065904223,0.023389724502537127
14,0.027178746970796187,0.023462063001760763
15,0.02731675459799951,0.023391436867011985
16,0.023220419584766505,0.023554304727231433
17,0.0285412938392701,0.023358111818320617
18,0.027596402168308325,0.023369731247736645
19,0.029568720426324566,0.023450386306008722
