resampling_id,train_rss,train_mse,train_nmse
0,7.154446082329233e-05,3.7654979380680173e-06,0.008692344093477473
1,7.150841058770337e-05,3.763600557247546e-06,0.008344410622044341
2,7.042414050516054e-05,3.7065337107979233e-06,0.008044742375704562
3,7.09592356428696e-05,3.734696612782611e-06,0.008114078082018663
4,6.874061708829039e-05,3.6179272151731783e-06,0.007852542194139039
5,7.284433262778208e-05,3.8339122435674785e-06,0.009985696647908897
6,6.656929930098747e-05,3.5036473316309193e-06,0.007770623931576416
7,7.246526575615309e-05,3.8139613555870048e-06,0.008342812540170181
8,6.984166052326083e-05,3.6758768696453066e-06,0.007975840981405868
9,6.949700008767608e-05,3.657736846719794e-06,0.007958178863863194
10,7.16003236446865e-05,3.7684380865624473e-06,0.008194424980625632
11,7.229783707974565e-05,3.805149319986613e-06,0.008276984273170026
12,6.38944234974073e-05,3.3628643946003844e-06,0.007383857533735324
13,7.340512466894007e-05,3.863427614154741e-06,0.008650285953736677
14,7.169769710729093e-05,3.7735630056468915e-06,0.008532994648266389
15,7.327266568644267e-05,3.85645608876014e-06,0.008907425013579568
16,3.09237513705192e-05,1.6275658616062736e-06,0.00432142153932051
17,8.067778308005729e-05,4.246199109476699e-06,0.010442422574277143
18,8.594109614309617e-05,4.523215586478745e-06,0.011901621630249229
19,6.454837748908073e-05,3.397283025741091e-06,0.0085933004715208
