n_fam,nt_norm,sample_id
1,0.850166862052673,0
3,1.2789034991080495,0
8,1.681047178818644,0
18,1.949805757558555,0
38,2.013912396546668,0
1,0.7322533150211754,1
3,1.1737562094120806,1
8,1.5523411534496525,1
18,1.808159328020066,1
38,1.9766737327194037,1
1,0.7912954398929073,2
3,1.525635276551408,2
8,2.265006083064125,2
18,2.4249855668177993,2
38,2.492617269148936,2
1,0.8556391612360481,3
3,1.584820575928675,3
8,2.336512693389486,3
18,2.6313731620262146,3
38,2.768147162219692,3
1,0.7609257675517718,4
3,1.0885450126669511,4
8,1.2368508222010244,4
18,1.2691455558399045,4
38,1.2708585937784147,4
1,1.0681624149669822,5
3,1.5453887005078222,5
8,1.8890184295479375,5
18,2.0167994941226848,5
38,2.029614433777712,5
1,0.5705562041237977,6
3,0.9632025699281659,6
8,1.2592632443046197,6
18,1.4609235766006132,6
38,1.544146457299997,6
1,0.46648997586096597,7
3,0.8452457668415283,7
8,1.1364119441892158,7
18,1.1877374003657204,7
38,1.1744887015974503,7
1,0.5087826154704302,8
3,0.8577371210344418,8
8,1.1748396068108786,8
18,1.4259595430009755,8
38,1.6992969647412064,8
1,0.22336641241310806,9
3,0.42799212119238406,9
8,0.542384036394804,9
18,0.5341809749541755,9
38,0.46802419310408694,9
1,1.0634479783938238,10
3,1.7475581040111507,10
8,2.7554612726935446,10
18,3.830578238088642,10
38,4.247504624929099,10
1,0.5326149630830503,11
3,0.8849420709507527,11
8,1.3224791110961398,11
18,1.8822467167279056,11
38,2.50659310635808,11
1,0.5627212354941444,12
3,0.9998868028605596,12
8,1.7820153202056155,12
18,2.9254112052542096,12
38,3.705239894024168,12
1,0.41788757141605526,13
3,0.7546818081876996,13
8,1.17881591967876,13
18,1.644642218189394,13
38,1.8502861631709864,13
1,0.4411009939033339,14
3,0.6266944657844891,14
8,0.6483965351654191,14
18,0.5818968436170155,14
38,0.5474865631817363,14
1,0.24431146372125268,15
3,0.5231701411145311,15
8,0.8379725425877182,15
18,1.2415485791032943,15
38,1.7522061010800354,15
1,0.21501783327717927,16
3,0.35040625244116774,16
8,0.3671187689395674,16
18,0.3474327748181134,16
38,0.27259842196804107,16
1,0.5995211182124582,17
3,0.8588115557148963,17
8,1.0117471196585035,17
18,1.1474423363088164,17
38,1.3621960080097277,17
1,0.6480857967459812,18
3,0.8527287603542704,18
8,0.9401256380116556,18
18,0.9612161434948094,18
38,0.9625822874113561,18
1,0.5611804008307,19
3,0.9139099565468889,19
8,1.1150062081095702,19
18,1.1669974969345733,19
38,1.1776293718974555,19
1,0.4289465009529896,20
3,0.7898014222701442,20
8,1.044670609871029,20
18,1.0938045596248105,20
38,0.9460132480165913,20
1,0.4058153643972573,21
3,0.6828568752246709,21
8,0.9164774019460247,21
18,1.0370497080935037,21
38,1.0418063335411623,21
1,0.14704800308642563,22
3,0.28414302105906386,22
8,0.2953869817184953,22
18,0.23633169603655624,22
38,0.17079302009722053,22
1,0.9130789295782646,23
3,1.3917581084494925,23
8,1.7157562961240511,23
18,1.8778492482734783,23
38,1.9581146938470384,23
1,0.5253870366107454,24
3,0.7428489600267689,24
8,0.7735712846616514,24
18,0.7742300085407103,24
38,0.8845217430684966,24
1,0.30440671711969314,25
3,0.5297017673961113,25
8,0.6538133136325868,25
18,0.7001713166310015,25
38,0.7121730830985415,25
1,0.8619614064350958,26
3,1.5614788737133483,26
8,2.129362255738685,26
18,2.33565994970812,26
38,2.4350163279841204,26
1,0.7600634070207128,27
3,1.2420276481653285,27
8,1.7152453877823157,27
18,1.8762760848698987,27
38,1.8713791777599649,27
1,0.43326411417883337,28
3,0.622636120467891,28
8,0.609982257552852,28
18,0.5301204675741971,28
38,0.5132470957886437,28
1,0.8068854512230312,29
3,1.21721062124639,29
8,1.3700150491091116,29
18,1.363552114530392,29
38,1.3619382307383219,29
1,1.1565730109329686,30
3,2.5097264932972347,30
8,5.206516225459978,30
18,9.232954299809101,30
38,10.422552918895452,30
1,0.4925058283607382,31
3,0.7002811452975863,31
8,0.7256945347873296,31
18,0.525336587480419,31
38,0.2584882747255357,31
1,0.7137830461429715,32
3,1.0591534933246127,32
8,1.2550804429133156,32
18,1.317520433689775,32
38,1.4542440283592122,32
1,0.42260721429830017,33
3,0.8484984380645377,33
8,1.37924837992065,33
18,1.6455775051557064,33
38,1.6866700302569375,33
1,0.8533420294256255,34
3,1.1588794740558208,34
8,1.1545466038676988,34
18,1.1025071558665658,34
38,1.0995445230828178,34
1,0.9781575852661715,35
3,1.5542899208295358,35
8,2.3117411999758497,35
18,2.681477261093959,35
38,2.6665920576098108,35
1,1.0792261163737815,36
3,1.7327857154280526,36
8,2.818034836483574,36
18,4.150333105904055,36
38,6.1650759053149375,36
1,0.9729050364804128,37
3,1.5011079699955145,37
8,1.977973114113575,37
18,2.2028793546170213,37
38,2.263131566898621,37
1,0.8079213528511646,38
3,1.514639110852605,38
8,2.4785964764086676,38
18,2.86424153871483,38
38,2.8885360965458915,38
1,0.09577111658901538,39
3,0.25219054184141587,39
8,0.2592528323882648,39
18,0.20066154780486545,39
38,0.1475183289385944,39
1,0.39234922304634745,40
3,0.7309671874247305,40
8,1.0833479425282275,40
18,1.1944600674575707,40
38,1.1858742304256553,40
1,0.2941101239849524,41
3,0.6063956791780323,41
8,0.8094905062847015,41
18,0.8480662274357575,41
38,0.8790817177604795,41
1,1.28391915525282,42
3,1.9362369691479882,42
8,2.47934801612383,42
18,2.601559229652909,42
38,2.502820964511269,42
1,0.9094880972955943,43
3,1.4382406136571253,43
8,1.9855650869233339,43
18,2.307981854491536,43
38,2.484368566769584,43
1,0.6318549534734967,44
3,0.9583791375692119,44
8,1.197183011276763,44
18,1.2754056917783352,44
38,1.2820804868227242,44
1,0.37200229647080274,45
3,0.5824811985890643,45
8,0.6522847478232927,45
18,0.549252236254959,45
38,0.3807974443308708,45
1,0.7798542622703613,46
3,1.3330629005727161,46
8,1.8229352563585977,46
18,2.020882859231187,46
38,2.06959550369639,46
1,1.0566195638850404,47
3,1.8262712644880603,47
8,2.241861893497698,47
18,2.1682598957679424,47
38,2.1208979349315635,47
1,0.8499856636705987,48
3,1.3513501272284993,48
8,1.893978609846498,48
18,2.133415458069974,48
38,2.178185395107886,48
1,0.3525246763905452,49
3,0.5544610205162308,49
8,0.6383317009896678,49
18,0.6254784467815895,49
38,0.6202595252715004,49
