n_im,steady,sample_id
3,1.5166262015106973,0
6,2.027289228746632,0
9,2.198356516616314,0
12,2.2361774336549525,0
3,1.7052395453372802,1
6,2.1302216331712565,1
9,2.1700983490922385,1
12,2.225647089902028,1
3,1.64759763227899,2
6,1.6597273378651949,2
9,2.0058644265135057,2
12,2.0649455567367476,2
3,1.628011765535555,3
6,2.0020918537424937,3
9,2.179919707286204,3
12,2.2051737706803536,3
3,1.908416919285944,4
6,2.1241113235981155,4
9,2.2480899865097705,4
12,2.3028991052947285,4
3,1.5740750231808918,5
6,1.8937543526851335,5
9,2.0702571429573675,5
12,2.1747895838025197,5
3,1.5774171476756322,6
6,2.088320239932267,6
9,2.2532460224904916,6
12,2.3327547329544998,6
3,1.6577551217084823,7
6,1.780078888194175,7
9,2.005250002923174,7
12,2.158261138393492,7
3,1.4869253729611993,8
6,1.3847852511459957,8
9,1.861100436033526,8
12,2.159168101992546,8
3,1.7754198969405006,9
6,1.8239146885428232,9
9,1.9677888256887397,9
12,2.052667022679441,9
3,1.5423119479185805,10
6,1.8566723600360056,10
9,1.9490043991488655,10
12,2.0198927215608835,10
3,1.5590155220871884,11
6,1.963498322764789,11
9,1.9821979090357262,11
12,2.1477082628612223,11
3,1.4328634508205473,12
6,1.8628735528865112,12
9,2.026114995950126,12
12,2.213116505304704,12
3,1.6325021395516757,13
6,1.7890434778971023,13
9,2.0401966139569057,13
12,2.1110643023562727,13
3,1.6170533220275414,14
6,1.8558038374111012,14
9,2.061906937401448,14
12,2.2261690245465577,14
3,1.6127320734456627,15
6,1.9915965838994394,15
9,2.09495746195403,15
12,2.2905867583194297,15
3,1.6849916908269782,16
6,1.6673148671754148,16
9,1.8594531387202182,16
12,1.9931034111952097,16
3,1.715422739715489,17
6,1.916366658181943,17
9,2.042981966113091,17
12,2.0953910272824716,17
3,1.6773258389098444,18
6,2.0546482085815785,18
9,2.1654048078243555,18
12,2.25216387034622,18
3,1.2675397978931067,19
6,1.7860300370546311,19
9,1.8652287670890755,19
12,2.105556028074564,19
3,1.8507347997732349,20
6,1.9190611346003001,20
9,2.027283402078718,20
12,2.2093840069031034,20
3,1.5940899779894973,21
6,1.846258294080471,21
9,2.086769535697366,21
12,2.0951508414828095,21
3,1.8091386026541794,22
6,2.0162080222490384,22
9,2.1976359615433623,22
12,2.285562972876967,22
3,1.5372678242122633,23
6,2.0282236341399495,23
9,2.0753927909236243,23
12,2.2663963052113005,23
3,1.5136235414145252,24
6,2.059199883308565,24
9,2.105181521613808,24
12,2.175359966625408,24
3,1.687150095470102,25
6,1.9774498086087424,25
9,2.2272485434512874,25
12,2.304046050519333,25
3,1.7173815116051094,26
6,1.9371838441962,26
9,2.1862525473234227,26
12,2.312572039296595,26
3,1.8022152595337237,27
6,2.082490041451774,27
9,2.2152450793449345,27
12,2.213581986074887,27
3,1.7801725204429741,28
6,1.9290768393870663,28
9,2.1276927834890595,28
12,2.3345668314117165,28
3,1.5749063417917173,29
6,1.7413406154410793,29
9,2.13425098605105,29
12,2.2322881378794848,29
3,1.7831466677713677,30
6,1.9842780596456748,30
9,2.1962550627572988,30
12,2.3207167403066307,30
3,1.8683042580380875,31
6,2.0024588086019355,31
9,2.2044079669011905,31
12,2.271327654789869,31
3,1.481303584626577,32
6,2.0151670904294514,32
9,2.1498525807069204,32
12,2.2468977414461286,32
3,1.698929139837552,33
6,1.8842400112115896,33
9,2.155349532688697,33
12,2.2315998493968565,33
3,1.4579579309776582,34
6,1.8604143701137181,34
9,2.0761163333413446,34
12,2.153083191852156,34
3,1.5021823604164883,35
6,1.9389516655786032,35
9,2.1182562391459427,35
12,2.254723488600063,35
3,1.7922985403492722,36
6,1.8158696516014108,36
9,2.06481916877094,36
12,2.189517762280462,36
3,1.5723694032314885,37
6,1.8271043570574583,37
9,2.086932706968778,37
12,2.253067022852383,37
3,1.4995568636901777,38
6,1.840765040661808,38
9,1.9987743172172627,38
12,2.1026467896251106,38
3,1.538069425750685,39
6,1.8199627338876547,39
9,2.1150919630312925,39
12,2.1261527812396377,39
3,1.6540792141423954,40
6,1.931374905100214,40
9,2.017939105131732,40
12,2.127638898550834,40
3,1.702771788976539,41
6,2.111274578420277,41
9,2.1519518446055708,41
12,2.2416020620341848,41
3,1.6252358542642187,42
6,2.150323598005891,42
9,2.254516497769317,42
12,2.308293730071194,42
3,1.8165534954001743,43
6,1.9542777508364444,43
9,2.1754897073399264,43
12,2.162071572997485,43
3,1.107455206797376,44
6,2.048136835122035,44
9,2.1346771709395425,44
12,2.3108175502179873,44
3,1.6036091462717994,45
6,1.878638995551554,45
9,2.0139367983970806,45
12,2.1758682351188714,45
3,1.4967665346171157,46
6,2.0103415773107343,46
9,2.225875299009603,46
12,2.379411902555775,46
3,1.436009467783644,47
6,1.859017965153564,47
9,1.928640366625338,47
12,2.0895775797054954,47
3,1.4020044334608481,48
6,1.6857613910646996,48
9,1.975755878384582,48
12,2.1395792231889037,48
3,1.4706219487596865,49
6,1.863375188295245,49
9,2.045943433428487,49
12,2.1385698850262784,49
