exp_id,id_in_exp,yres,ypred,w
0,0,2.106358247376722e-08,0.015045132982032918,0.05
0,1,7.660592329523405e-07,0.024775248097942716,0.05
0,2,1.8520355188268e-06,0.033939104883237946,0.05
0,3,4.269791264085095e-07,0.04014656360186434,0.05
0,4,1.5310145736367985e-05,0.0432128181322888,0.05
1,0,6.731883711540576e-10,-2.594587387532086e-05,0.05
1,1,3.4059110980434695e-05,0.017963981581554538,0.05
1,2,1.2047458941382732e-06,0.027902390828145888,0.05
1,3,1.3115763079916626e-05,0.03487843085390923,0.05
1,4,1.4188389886578565e-05,0.03843325208082907,0.05
1,5,4.285659415141049e-06,0.03962981657451784,0.05
1,6,1.3701279672043693e-06,0.040829475345324,0.05
2,0,3.429474154699082e-05,0.03315617123613977,0.05
2,1,4.866098714143473e-07,0.02189757427662891,0.05
2,2,7.66640689781748e-06,0.021668827711833562,0.05
2,3,1.0961469642638106e-06,0.015846970374109894,0.05
3,0,0.00012700097687702035,0.06503052898858956,0.05
3,1,1.2096355052973818e-05,0.07207798146242526,0.05
3,2,5.055985546222138e-07,0.07621105453702386,0.05
3,3,5.0132559958607064e-05,0.07878043501196128,0.05
