exp_id,id_in_exp,yres,ypred,w
0,0,2.0005073944565932e-08,0.014758560705797272,0.2
0,1,1.6268427336881462e-07,0.024303341385638538,0.2
0,2,4.029455851604938e-06,0.03329264954439815,0.2
0,3,2.011088018645206e-06,0.03938187164944593,0.2
0,4,9.546380029877928e-06,0.04238972167514777,0.2
1,0,6.477874884966849e-10,-2.5451669660293113e-05,0.14285714285714285
1,1,3.817000058620208e-05,0.01762181251610134,0.14285714285714285
1,2,2.6539021588897295e-06,0.02737091984270579,0.14285714285714285
1,3,1.836907855597788e-05,0.03421408369704005,0.14285714285714285
1,4,2.0239251451828554e-05,0.03770119444165137,0.14285714285714285
1,5,7.980809390310537e-06,0.038874967364735315,0.14285714285714285
1,6,3.7955782088313017e-06,0.04005177562667148,0.14285714285714285
2,0,2.7296746426384634e-05,0.03252462883144675,0.25
2,1,7.86690734059675e-08,0.021480480076664935,0.25
2,2,5.551162744217211e-06,0.021256090563670508,0.25
2,3,5.552114064716874e-07,0.015545125094512115,0.25
3,0,0.00012359205287508843,0.06518280373137686,0.25
3,1,1.2222154474692607e-05,0.07209601980467682,0.25
3,2,4.2297871861109176e-07,0.0761503681408334,0.25
3,3,4.859216867757959e-05,0.07867080832311286,0.25
