outer_resampling_id,train_mse
0,1.1865170085322854e-05
1,1.1128108036466794e-05
2,9.78400822045558e-06
3,9.490869835215868e-06
4,1.0887527996888543e-05
5,1.2243766574388415e-05
6,1.1631201071918277e-05
7,1.1949646061992204e-05
8,1.1928115624983654e-05
9,1.2183983141602864e-05
10,1.2090577872537917e-05
11,1.0469809159727746e-05
12,1.1307159111963856e-05
13,1.2161977131909786e-05
14,1.2197697143534478e-05
15,1.1575565825521684e-05
16,1.2183157593431987e-05
17,1.2174521526066293e-05
18,1.2223603707543368e-05
19,1.2228028884927437e-05
