,subID,var_name,mle_ll,mle_var,opt_success,opt_it,opt_time
0,-1,gamma,6676.153821955834,0.0002947861427414825,True,592,17042.225609868765
1,-1,c_alph,6676.153821955834,0.22015862063591507,True,592,17042.225609868765
2,-1,a_alph,6676.153821955834,0.017692243521040936,True,592,17042.225609868765
3,-1,c_lam,6676.153821955834,0.9320460843386145,True,592,17042.225609868765
4,-1,a_lam,6676.153821955834,7.239105023555392e-05,True,592,17042.225609868765
5,-1,temp,6676.153821955834,1.0,True,592,17042.225609868765
6,-1,c_w0,6676.153821955834,0.001092746367671908,True,592,17042.225609868765
7,-1,a_w0,6676.153821955834,0.010200803535609444,True,592,17042.225609868765
8,-1,lambda_N,6676.153821955834,0.07868404770679577,True,592,17042.225609868765
9,-1,beta_1,6676.153821955834,0.3230208996800495,True,592,17042.225609868765
10,-1,epsilon,6676.153821955834,0.0001000075338112215,True,592,17042.225609868765
11,-1,k_leak,6676.153821955834,0.7818486927659819,True,592,17042.225609868765
12,-1,w_mf,6676.153821955834,0.2133287027361978,True,592,17042.225609868765
