,n_fam,nt_norm,steady
0,1,1.2804425466567393,2.257284060055691
1,3,1.887968900450854,1.8702154764902492
2,8,2.624755153844589,1.531840278390846
3,18,3.318701190665509,1.3341845528623761
4,38,3.9865848943365987,1.2248124479690783
