outer_resampling_id,train_mse
0,7.544958470825028e-06
1,8.19370098744302e-06
2,8.308020817192619e-06
3,8.069710371888998e-06
4,8.153647734988318e-06
5,8.363503259196455e-06
6,8.189060488062801e-06
7,8.346283330461565e-06
8,8.192604956352588e-06
9,7.978550326750593e-06
10,8.012528256125285e-06
11,7.992330934553362e-06
12,8.313669296973783e-06
13,7.1872565747437746e-06
14,7.322478948521899e-06
15,7.723108434336189e-06
16,5.551478206300749e-06
17,7.84661523087531e-06
18,8.219359863492274e-06
19,8.000800665178886e-06
