outer_resampling_id,train_mse
0,5.294076321973632e-06
1,5.999807268088078e-06
2,6.1615229171408635e-06
3,5.946453935147909e-06
4,6.024028296699672e-06
5,6.200655664856767e-06
6,5.994762507092838e-06
7,6.173465962404467e-06
8,6.05959940623627e-06
9,5.8612492160900884e-06
10,5.8930984117447976e-06
11,5.874178086198418e-06
12,6.133805203709758e-06
13,6.1555373449779695e-06
14,5.53443133373958e-06
15,5.565446575195105e-06
16,4.307742087610389e-06
17,6.178460994629786e-06
18,5.994080751338077e-06
19,5.3678356443552175e-06
