,n_fam,nt_norm,steady
0,1,0.5695644333356475,2.7235452589754163
1,3,0.6488493322401796,2.6521006384979193
2,8,0.6586480057030757,2.6433377873576767
3,18,0.6586943816148545,2.6432963498525424
4,38,0.6586943826601228,2.6432963489185846
