outer_resampling_id,train_mse
0,5.529929428186065e-06
1,5.8632055588982455e-06
2,6.049790211235428e-06
3,5.858592538792573e-06
4,5.929728241265658e-06
5,6.075237176563297e-06
6,5.831251926844278e-06
7,6.0337186736539465e-06
8,5.961846699807479e-06
9,5.779355982245692e-06
10,5.809078265130498e-06
11,5.791434696966097e-06
12,5.986349902145617e-06
13,5.741102875348791e-06
14,5.388178760221633e-06
15,5.536220343981019e-06
16,3.8073310300578706e-06
17,5.9238525623603674e-06
18,5.920286387959003e-06
19,5.496142377432135e-06
