outer_resampling_id,train_mse
0,1.356706934189324e-05
1,1.2704699623044383e-05
2,1.1221123938956762e-05
3,1.0903338562996949e-05
4,1.2427865423957215e-05
5,1.4125958308225855e-05
6,1.3509045339114665e-05
7,1.3825360555967128e-05
8,1.3799587857817739e-05
9,1.4059768966776053e-05
10,1.397870588994708e-05
11,1.2365047712785363e-05
12,1.290530251463193e-05
13,1.3949501658295528e-05
14,1.4118520879170263e-05
15,1.367305974618227e-05
16,1.4068185163305964e-05
17,1.4056934376203809e-05
18,1.4105161036551821e-05
19,1.4110980735955028e-05
