outer_resampling_id,train_mse
0,7.189569600484312e-06
1,7.867417460977314e-06
2,7.991962439012408e-06
3,7.758576602628587e-06
4,7.841171233153145e-06
5,8.043768880464733e-06
6,7.862694037755039e-06
7,8.024579791978823e-06
8,7.879412225418087e-06
9,7.668669542743973e-06
10,7.70220000307906e-06
11,7.68227116635675e-06
12,7.99044168474011e-06
13,7.089640334479711e-06
14,6.999796031362821e-06
15,7.403301436639925e-06
16,5.3200830467835705e-06
17,7.647121735595215e-06
18,7.875795838433525e-06
19,7.642768018021696e-06
