outer_resampling_id,train_mse
0,3.3710339757049344e-06
1,2.9913722141033915e-06
2,2.659135036310007e-06
3,3.1638595414167105e-06
4,3.7153532371029455e-06
5,3.7160671575043065e-06
6,3.432282763377496e-06
7,3.664155652305541e-06
8,3.684105235162614e-06
9,3.6698026439621155e-06
10,3.5856062903895523e-06
11,3.540806351528367e-06
12,3.6792830084848606e-06
13,3.714031488950058e-06
14,3.707816892157061e-06
15,3.7172081428277675e-06
16,3.392425781529274e-06
17,3.6782905669292696e-06
18,3.713551478900256e-06
19,3.5594429644598586e-06
