outer_resampling_id,train_mse
0,6.3734305726420215e-06
1,6.817598756017909e-06
2,6.985054223434021e-06
3,6.7751090508130374e-06
4,6.851334227446657e-06
5,7.021003944548365e-06
6,6.8060235115853396e-06
7,6.990537315437654e-06
8,6.886171084172454e-06
9,6.691131162679666e-06
10,6.722545796489741e-06
11,6.703886686991035e-06
12,6.949024515661878e-06
13,6.416866963596138e-06
14,6.133672038889379e-06
15,6.407929328297973e-06
16,4.489197073423336e-06
17,6.770541341522958e-06
18,6.8511034504071916e-06
19,6.521783308115349e-06
