outer_resampling_id,train_mse
0,1.4225874790051968e-05
1,1.4245216219489771e-05
2,1.4156589352313064e-05
3,1.4163542522935023e-05
4,1.422654031794634e-05
5,1.4247321382102918e-05
6,1.2726275911509924e-05
7,1.2832995568463295e-05
8,1.1936453396066944e-05
9,1.1744703016600271e-05
10,1.215135541164105e-05
11,1.2479752062925426e-05
12,1.4081825610805614e-05
13,1.3672938887902061e-05
14,1.346373194382158e-05
15,1.3010484908738408e-05
16,1.4104608435647075e-05
17,1.4192306327638979e-05
18,1.4237821356725217e-05
19,1.4191402943593028e-05
