outer_resampling_id,train_mse
0,6.911429118883011e-06
1,7.4793671559854876e-06
2,7.622646801854027e-06
3,7.3985775074487305e-06
4,7.478641761465652e-06
5,7.6677915965561e-06
6,7.473556434178583e-06
7,7.644462473374729e-06
8,7.515530001108643e-06
9,7.3110250306484625e-06
10,7.343715355582799e-06
11,7.324290705051525e-06
12,7.607385834418436e-06
13,6.831872423759691e-06
14,6.682682369977649e-06
15,7.033218035076239e-06
16,4.998382683839509e-06
17,7.318942243111429e-06
18,7.501644356565864e-06
19,7.232703189774723e-06
