outer_resampling_id,train_mse
0,6.8307008510574546e-06
1,7.41731198743966e-06
2,7.561736679837585e-06
3,7.338170105116282e-06
4,7.4180960750322775e-06
5,7.606542394546178e-06
6,7.411633553423161e-06
7,7.5829911019527154e-06
8,7.454910924460858e-06
9,7.250747490706608e-06
10,7.283391347852829e-06
11,7.263994566212701e-06
12,7.545765685821829e-06
13,6.814235256754562e-06
14,6.6286429059417054e-06
15,6.972709974503695e-06
16,4.9638113474277605e-06
17,7.279627804132439e-06
18,7.437446542605084e-06
19,7.161525681385429e-06
