outer_resampling_id,train_mse
0,1.2966103006264411e-05
1,1.214448345500586e-05
2,1.0707748022392185e-05
3,1.0398844745370015e-05
4,1.1881159739576378e-05
5,1.3458692961211872e-05
6,1.2844010293810518e-05
7,1.316137364101805e-05
8,1.3137659948265965e-05
9,1.3395621601172835e-05
10,1.3307387663212051e-05
11,1.1682696734716251e-05
12,1.233803515413049e-05
13,1.3319797723292226e-05
14,1.3441789483368325e-05
15,1.2932555839417173e-05
16,1.3400873100998513e-05
17,1.3389685318261551e-05
18,1.343790451279802e-05
19,1.3443692312152337e-05
