exp_id,id_in_exp,yres,ypred,w
0,0,0.0001685895262789224,0.0019157970487625837,0.05
0,1,0.00044957962060482233,0.002696707316908954,0.05
0,2,0.0009400187749380635,0.004640274382537869,0.05
0,3,0.0010415219599277333,0.008527380646626576,0.05
0,4,0.0005289267164985986,0.016301593174774073,0.05
1,0,0.0,0.0,0.05
1,1,0.00020940824821545498,0.009329055033776994,0.05
1,2,9.906577829815572e-05,0.019046820693961367,0.05
1,3,0.00010249789228019726,0.02837587572773836,0.05
1,4,1.6862181050981206e-05,0.038093641387922726,0.05
1,5,3.2749254334934814e-05,0.047422696421699724,0.05
1,6,0.0003922376130074907,0.0618049895987726,0.05
2,0,0.00038220408770360645,0.007749959393811827,0.05
2,1,4.693253188302001e-05,0.014349267784899193,0.05
2,2,4.230447276793339e-06,0.02095680511395546,0.05
2,3,0.00016294142261931497,0.02756485106138395,0.05
3,0,1.4937648875495962e-05,0.07243507453170234,0.05
3,1,1.7914542279294028e-05,0.07283255741594771,0.05
3,2,5.190143469290778e-06,0.07322181136222419,0.05
3,3,3.650226866194571e-06,0.07361055669012845,0.05
